,p1,p2,p3,p4,p5
1981-05,-0.14355864072146035,-0.27661025848473114,-0.405850182239692,-0.535716172611117,-0.6560826364231293
1981-06,-0.13905519218192344,-0.2797535861296595,-0.4066307872481811,-0.5519601671245458,-0.6617647993312767
1981-07,-0.15306959774047146,-0.30188918388680697,-0.43238419745942813,-0.5730557003021247,-0.7009777596751339
1981-08,-0.1581168680971372,-0.3127811009512443,-0.4671437226798677,-0.596074917772465,-0.7375589439307577
1981-09,-0.15432902906387125,-0.3118381623295401,-0.46545399454716413,-0.6333888161891159,-0.75047972720719
1981-10,-0.13761973853312912,-0.2796080882953363,-0.4220519117125634,-0.5724173797726316,-0.7142073982915941
1981-11,-0.11051823831552184,-0.2315286078486501,-0.37609078890198633,-0.49023899015760225,-0.6092289156464746
1981-12,-0.1289931346843716,-0.26378327078090524,-0.40462046491967474,-0.542608731274711,-0.6722471164522037
1982-01,-0.1363467806842108,-0.2694885822598165,-0.4124746174190381,-0.5523249309440197,-0.6815150963302377
1982-02,-0.13809034028074516,-0.275173959408594,-0.4081186255737279,-0.5441066783346526,-0.6720316899558701
1982-03,-0.1365645594562263,-0.27645203272260993,-0.41589430359870366,-0.5568346588625669,-0.677569150596627
1982-04,-0.1330515077876719,-0.26990764435261644,-0.4023898415912364,-0.5316747985019517,-0.6567959650954495
1982-05,-0.1281175027804426,-0.26097522962321695,-0.3965450107336056,-0.5249076449753024,-0.6571238813832893
1982-06,-0.13962995108639212,-0.2812759687534628,-0.42576475890006077,-0.5534895914554867,-0.7014818173500029
1982-07,-0.12239364821406666,-0.2565710774267282,-0.390675022635529,-0.5120597182808042,-0.6602347846041865
1982-08,-0.11234037384770369,-0.23271420425415973,-0.3644767274308535,-0.4975475028201479,-0.6196922787531046
1982-09,-0.10202165142934941,-0.21885276989705357,-0.3352489850985177,-0.44564668274101943,-0.5708410561759772
1982-10,-0.09422277124737037,-0.19923173126789678,-0.3168774740646664,-0.41167434558590854,-0.5180180943474952
1982-11,-0.09210432405563919,-0.19426459176383315,-0.3051809554058848,-0.42394481085503494,-0.523083782272638
1982-12,-0.0846759244649936,-0.18564306690634838,-0.2952976642638289,-0.4063755224095263,-0.5136462647027633
1983-01,-0.08711683709580584,-0.18741450385996408,-0.30087538943802555,-0.40001498703638505,-0.5229319437610385
1983-02,-0.08476299739951532,-0.1829377465999056,-0.2860434157832723,-0.3969464947428349,-0.5026921238692685
1983-03,-0.09119466018492683,-0.1931115600733667,-0.3004836642889897,-0.3985391480374312,-0.5201186706775833
1983-04,-0.08662599671269444,-0.18460816910038455,-0.28724216922339557,-0.38940476856165135,-0.5016676859812251
1983-05,-0.09253204240414797,-0.1960878792907839,-0.30118617715225116,-0.413139480919859,-0.5283957449594546
1983-06,-0.09399204892066591,-0.20044072190809614,-0.30533022230215695,-0.4168344953457485,-0.5380426700595436
1983-07,-0.10275280757482999,-0.21466707833338017,-0.32936554905229903,-0.4564952792209432,-0.5767517738821576
1983-08,-0.10321836725246991,-0.21687573517722872,-0.3336841270135782,-0.4604018739894677,-0.5877066681019484
