,f1,f2,f3,f4,f5
1976-08,0.0582225092004225,0.0713168621545627,0.0703394155273297,0.0792400549089782,0.0791860011400107
1976-09,0.0572160625604277,0.0670554779891591,0.0723761469606578,0.072618339420744,0.0812138603448324
1976-10,0.0545301061627375,0.0648842593889953,0.0678433540731677,0.0719146443811646,0.0775318995313107
1976-11,0.0491482282667304,0.0573685111157597,0.0616060980116515,0.0660058299788234,0.0686535066014613
1976-12,0.047542442897463,0.058151461661601,0.0647741830039032,0.0605312397168261,0.0736390271550883
1977-01,0.0558721825666323,0.0656628831594803,0.0728874127846705,0.0740715345379524,0.0690087543870012
1977-02,0.0545829097702921,0.0651808361982779,0.0728021048815016,0.0777741352951127,0.0732918191311224
1977-03,0.0535168172148264,0.064625032807733,0.0725587128022822,0.0763426307793865,0.0759683779368545
1977-04,0.0541077776482301,0.0660731306081545,0.0694190721162682,0.0791425822597335,0.0731563719149295
1977-05,0.0564539561461928,0.0651714519776686,0.0683372678061199,0.0759709511398069,0.0736033009242697
1977-06,0.0560942743549082,0.0631736131485516,0.0660621903549501,0.0733758863568539,0.0722455397332512
1977-07,0.0615244014967879,0.0662521534453705,0.0681166818818909,0.0759286099171336,0.0738990269778538
1977-08,0.0623648851967305,0.0672541706078763,0.0687099391351645,0.0723517558321,0.0715419883411024
1977-09,0.0646131905919321,0.0689182020325905,0.0703366310704513,0.07176690784614,0.0742062728190532
1977-10,0.0678185612591827,0.0725705777626785,0.0732992535215932,0.0748740673356337,0.0749213259889745
1977-11,0.0662573307782433,0.0734071163497314,0.0716122941214008,0.0738220042001348,0.0750393310736118
1977-12,0.06816107466872,0.0736559779997213,0.0735071495936368,0.0779870174857202,0.0795076242285277
1978-01,0.0707014731729842,0.0758167414956929,0.0756258363124491,0.0791097015007493,0.0783974207333092
1978-02,0.0713348976046222,0.0772927290655139,0.0781224202381853,0.0794626621628942,0.080229487404743
1978-03,0.0714422974543655,0.0797876518619153,0.0782209515725959,0.0808449464344905,0.0785481597685608
1978-04,0.0739156829501681,0.0788626057034782,0.080718674740055,0.0802005962613617,0.0820004026941298
1978-05,0.0776264624798122,0.0811113890171874,0.0802937490815463,0.0812425364738944,0.0860113074396266
1978-06,0.0817090953265452,0.0843100705044515,0.0833528644126998,0.0830563936204958,0.0833597845670465
1978-07,0.0805053146596501,0.0852659567966893,0.0819595854932138,0.0806759925260343,0.0836902014306246
1978-08,0.0825341420536187,0.0824230517136316,0.0800741573049887,0.0821125302607294,0.0824647995280793
1978-09,0.0852964846220846,0.0836903757401702,0.0788208664466643,0.0834222743703484,0.0830286571108894
1978-10,0.0950582115509915,0.089574012780204,0.0872289937804442,0.087832563650435,0.0765037670318783
1978-11,0.0974364386914758,0.088038083477885,0.0811377523299952,0.081216200800447,0.0790390390687972
1978-12,0.1019773561124645,0.0914011035597106,0.0882685272654346,0.0827865486133105,0.0867875943954482
1979-01,0.097811305011922,0.0895670156888865,0.0800829112645264,0.0810613189315799,0.0866855264104869
1979-02,0.0993121771236228,0.0928052024604854,0.0786026976564479,0.0905941831323198,0.0909123210901788
1979-03,0.0963126821419144,0.0928522371340481,0.0825388226536243,0.0865581748704278,0.0879783119270033
1979-04,0.0978885008191253,0.0950047398277969,0.0825836193664963,0.088237085384984,0.0895348335635681
1979-05,0.0962135877544292,0.0890442757718115,0.0785644633978751,0.0887183178761613,0.0818487668862887
1979-06,0.0915671935254905,0.0815607543006599,0.0831200591361001,0.0838929511954909,0.0773916704687525
1979-07,0.0944095854611786,0.0867886025478297,0.0825720643964596,0.0843981180965878,0.0815074663211667
1979-08,0.1002624219383943,0.0909465108454695,0.0856255217282614,0.0851402225215108,0.0810521211679192
1979-09,0.1066836127871504,0.0895137695424522,0.0894733808281453,0.0836408308466052,0.0857009649424246
1979-10,0.1242262486432427,0.1085384377150219,0.1035475630615832,0.0966576718105066,0.0983305557250217
1979-11,0.1115239148853314,0.1081008346797595,0.0851899178936767,0.0937989657002948,0.1002340138475212
1979-12,0.111870548904781,0.1051542601512534,0.0944855829283242,0.0930800987131449,0.0938126130699297
1980-01,0.1161518667360469,0.1108867605470479,0.0966022840229534,0.1043152346376478,0.1021372481799513
1980-02,0.1434778377709543,0.1293418951102027,0.1246325637171502,0.1097963986773408,0.1029921892885479
1980-03,0.1488016779460811,0.1308460894773777,0.1108351365116793,0.100703504578504,0.1202701920911662
1980-04,0.1037507009939278,0.1065136444951164,0.0948894728747766,0.0957417460299737,0.1079985925224488
1980-05,0.0850133743269567,0.0896972194656628,0.0976625932445007,0.0990818752810621,0.1081626343236151
1980-06,0.0821432455927691,0.0926983559473594,0.096232483531631,0.0953193594519971,0.1032902359110587
1980-07,0.0890388855421428,0.1001260337338196,0.1023243915187725,0.0980040278037306,0.1145884096341793
1980-08,0.1107416346103066,0.1124894205322514,0.1143137564816269,0.1100400076743899,0.1169229147172757
1980-09,0.1175118224380135,0.1165789314409025,0.1131714860217087,0.1164571764380943,0.1116980633204486
1980-10,0.1295279883804999,0.1201135542399381,0.1205674316728235,0.1140883244599058,0.1289302586309045
1980-11,0.1422550475808712,0.12094256402391,0.1222296027668756,0.1163065327161157,0.1274250636400825
1980-12,0.1281175027804426,0.1197158486280937,0.111072650919674,0.1204855559482501,0.1148700237315647
1981-01,0.1345376129801854,0.1165554112409797,0.1167150927099007,0.1203594829423407,0.1254847153589121
1981-02,0.1400324789668825,0.1237247552326241,0.1332338798292782,0.125873353348962,0.128469210368788
1981-03,0.1260281836605235,0.1263897103576815,0.1266049135844347,0.1298879839585789,0.134151824831306
1981-04,0.1451067001803418,0.1400984423965464,0.1282215752019695,0.142448574540857,0.1313494604884639
1981-05,0.1435586407214603,0.1330516177632708,0.1292399237549609,0.129865990371425,0.1203664638120122
1981-06,0.1390551921819234,0.1406983939477361,0.1268772011185215,0.1453293798763646,0.1098046322067309
1981-07,0.1530695977404714,0.1488195861463355,0.1304950135726211,0.1406715028426966,0.1279220593730091
1981-08,0.1581168680971372,0.154664232854107,0.1543626217286234,0.1289311950925973,0.1414840261582927
1981-09,0.1543290290638712,0.1575091332656689,0.1536158322176239,0.1679348216419518,0.1170909110180741
1981-10,0.1376197385331291,0.1419883497622072,0.1424438234172271,0.1503654680600682,0.1417900185189624
1981-11,0.1105182383155218,0.1210103695331283,0.1445621810533361,0.1141482012556159,0.1189899254888724
1981-12,0.1289931346843716,0.1347901360965336,0.1408371941387695,0.1379882663550363,0.1296383851774927
1982-01,0.1363467806842108,0.1331418015756056,0.1429860351592216,0.1398503135249815,0.1291901653862179
1982-02,0.1380903402807451,0.1370836191278489,0.1329446661651339,0.1359880527609247,0.1279250116212175
1982-03,0.1365645594562263,0.1398874732663835,0.1394422708760937,0.1409403552638632,0.1207344917340601
1982-04,0.1330515077876719,0.1368561365649444,0.13248219723862,0.1292849569107152,0.1251211665934978
1982-05,0.1281175027804426,0.1328577268427743,0.1355697811103887,0.1283626342416968,0.1322162364079868
1982-06,0.1396299510863921,0.1416460176670707,0.1444887901465979,0.127724832555426,0.1479922258945162
1982-07,0.1223936482140666,0.1341774292126615,0.1341039452088008,0.1213846956452752,0.1481750663233823
1982-08,0.1123403738477036,0.1203738304064561,0.1317625231766938,0.1330707753892944,0.1221447759329567
1982-09,0.1020216514293494,0.1168311184677041,0.1163962152014642,0.1103976976425016,0.1251943734349578
1982-10,0.0942227712473703,0.1050089600205264,0.1176457427967696,0.0947968715212421,0.1063437487615867
1982-11,0.0921043240556391,0.1021602677081939,0.1109163636420517,0.11876385544915,0.099138971417603
1982-12,0.0846759244649936,0.1009671424413547,0.1096545973574806,0.1110778581456973,0.107270742293237
1983-01,0.0871168370958058,0.1002976667641582,0.1134608855780615,0.0991395975983595,0.1229169567246534
1983-02,0.0847629973995153,0.0981747492003903,0.1031056691833667,0.1109030789595625,0.1057456291264336
1983-03,0.0911946601849268,0.1019168998884398,0.107372104215623,0.0980554837484414,0.1215795226401521
1983-04,0.0866259967126944,0.0979821723876901,0.102634000123011,0.1021625993382557,0.1122629174195738
1983-05,0.0925320424041479,0.1035558368866359,0.1050982978614672,0.1119533037676079,0.1152562640395956
1983-06,0.0939920489206659,0.1064486729874301,0.1048895003940608,0.1115042730435916,0.1212081747137951
1983-07,0.1027528075748299,0.1119142707585502,0.1146984707189188,0.1271297301686442,0.1202564946612144
1983-08,0.1032183672524699,0.1136573679247587,0.1168083918363495,0.1267177469758895,0.1273047941124807
1983-09,0.0962245977570168,0.1095088920475965,0.1142651841237105,0.1111073712877998,0.1333665177806429
1983-10,0.0953221798763254,0.1114314234582825,0.1164451174630398,0.1190963605612343,0.1195431744296397
1983-11,0.096775252499403,0.1111102964258258,0.1118652730520577,0.1239147199461813,0.1126631544218715
1983-12,0.0985614594906619,0.1125917639719952,0.1117554160411276,0.1243789634582182,0.1213613615411897
1984-01,0.0956192275546616,0.1114049418796649,0.1108147507192077,0.1193335967990517,0.1213039202894105
1984-02,0.0991796565827451,0.1155741869578414,0.1149036661686125,0.1236227380593198,0.1217817205727571
1984-03,0.1060829988081572,0.1196764710394211,0.121149035675574,0.1286786828168193,0.1262030708001128
1984-04,0.1070619622975838,0.1246053129575145,0.1214710726752985,0.1287111675990765,0.1324495167127933
1984-05,0.1189299431033617,0.1332820307081954,0.1354525096711006,0.1373953003111575,0.145328359645615
1984-06,0.1188623679259511,0.1368947717414558,0.1378485699283099,0.1355536208587786,0.1390806263993498
1984-07,0.1155567656355125,0.1290019624341816,0.1248396740020768,0.1263251672845923,0.1310742306620481
1984-08,0.1171632277769777,0.12553273214072,0.1247799622864318,0.1285431942448879,0.1274714129744398
1984-09,0.1110768226539355,0.1241646138584108,0.1227343531594339,0.1270683836087179,0.1237067133074157
1984-10,0.1012025055091625,0.1152385577453748,0.1160431361688195,0.1164470208050439,0.1149260500893954
1984-11,0.0945194924799515,0.1095324685787376,0.1138831545641126,0.1216867491368569,0.1126335771028048
1984-12,0.0901763803327863,0.1055465754054311,0.1158557128757602,0.1144616651676458,0.1223141018767812
1985-01,0.0883723026289712,0.1049697574484488,0.109453650184409,0.1194087218506332,0.1072265359790977
1985-02,0.0967642364324693,0.1109982128434382,0.1160305101882318,0.1269729078741884,0.1147799686278958
1985-03,0.0958723377855178,0.1084371924349811,0.1155239022483669,0.125750792236126,0.1105700611473701
1985-04,0.0892247337484225,0.1060848028863763,0.1109439214024174,0.1222397736919884,0.1103204285769549
1985-05,0.0802668994693057,0.0941341078569139,0.1022619986431279,0.1121514960698382,0.0977413627540665
1985-06,0.0772158736031635,0.0949137973559609,0.1059057471075561,0.108362627324258,0.0996374095678332
1985-07,0.0815246385241775,0.095176741093991,0.1072277439643052,0.1165782942064624,0.0957252036741542
1985-08,0.0801152103017884,0.0969561529100381,0.0996312051969461,0.1129826988518748,0.0963501876981242
1985-09,0.0802235573591883,0.093891762887667,0.1011771545590027,0.1109289857356016,0.1028589794690135
1985-10,0.0777021156640368,0.0927896893763405,0.096473025822682,0.1053895381793049,0.1029432486644807
1985-11,0.0766758817979173,0.08946135057552,0.0916883475231262,0.1021404881403826,0.0996120957252065
1985-12,0.074788203458586,0.0822516460026993,0.0877487754113013,0.0923918624989874,0.0942333969702549
1986-01,0.0755644168699904,0.080563215841489,0.0905660590629907,0.0920431070332494,0.0936782176670433
1986-02,0.073571193168419,0.0775308052808202,0.0808048385351274,0.0836398736157189,0.0861704299216014
1986-03,0.0679148812986414,0.0688101770802936,0.0759979756073906,0.0786725918441083,0.0770049381409143
1986-04,0.0649652788523591,0.0690690973900747,0.0798645387069549,0.0770150410831324,0.0792226190223487
1986-05,0.06816107466872,0.0783802961884495,0.0829975875459005,0.0924309472180346,0.0834152056868889
1986-06,0.0641865830750368,0.071461333521246,0.0781023897013321,0.0841437312305826,0.0772213190853465
1986-07,0.061971152982753,0.0671926486114257,0.0823847325013054,0.0754670938131363,0.0826577161014863
1986-08,0.0549843083327595,0.0641596529629653,0.0711452531475376,0.0720240513246841,0.070045443021727
1986-09,0.0582331087647804,0.068407792202617,0.0750225092953035,0.0831428014436157,0.0793682117339812
1986-10,0.0563481539538727,0.0668821913907418,0.0725655844513579,0.0756847633178004,0.0813445276702121
1986-11,0.0576291128366363,0.0651262644463051,0.0683688092251679,0.0744181225977999,0.0720865961986853
1986-12,0.0605996221289295,0.065326478469921,0.0690431015324687,0.0707165724485655,0.0801622779598105
1987-01,0.058890501272975,0.0654036859990657,0.0694968937652122,0.0729256416493693,0.0707019616749877
1987-02,0.0600897648779117,0.0657909688160882,0.0679953199396417,0.072318537176716,0.0712381069059797
1987-03,0.061992431842207,0.067205506629475,0.0717805821415475,0.0727874975120918,0.0794862185359088
1987-04,0.0683644975266561,0.0762105090815871,0.0828024952380279,0.0831638647515922,0.0816275292179599
1987-05,0.0714745196586893,0.0812571674151549,0.0834084552361505,0.0849608396872311,0.0850493608306332
1987-06,0.068418036736109,0.0787371685787628,0.0818429508011328,0.0838102896533983,0.0879676728526298
1987-07,0.0691571706976133,0.0807475360448545,0.0853746869162646,0.0843062278060568,0.0873756052709128
1987-08,0.072248164207624,0.0844524305578718,0.0878453628091499,0.0868929674387163,0.0900336212406192
1987-09,0.0790323848881933,0.0897768755588426,0.093972090989133,0.0979589878924873,0.0945244423321141
1987-10,0.0675082597827609,0.0855263763863009,0.0881074208478236,0.092165193461171,0.0855470947491239
1987-11,0.0690178717994565,0.0822818757998148,0.0878715647921356,0.0915992099401697,0.0925632843190708
1987-12,0.0724201665300795,0.0801484321145274,0.0842682798016053,0.0880210659390938,0.0907787190443546
1988-01,0.0677436520865195,0.0755956815290886,0.0784176793872673,0.0820002423055798,0.0805531987273119
1988-02,0.0660757019949241,0.0740027904769302,0.0770581365789541,0.0794112958468143,0.0806067326513589
1988-03,0.0684929964453004,0.0768680919328009,0.0805738552491311,0.0856164137754914,0.0872708636172814
1988-04,0.0707122058383881,0.0819262845904679,0.0840590019494016,0.0886726017320622,0.0873613499898898
1988-05,0.076643491560332,0.0844176774573341,0.087105361952105,0.0923960597554939,0.0914672563087012
1988-06,0.0750899926395787,0.0819966596064811,0.0835464535809812,0.0868714608119115,0.0882078664207615
1988-07,0.0794762015017967,0.0862124521503591,0.0862145193334785,0.0891093551777972,0.0889707077584581
1988-08,0.0825341420536187,0.0880525385219871,0.0876401548678744,0.0918414094443964,0.0896157066069708
1988-09,0.0795303389568081,0.0854150614536401,0.0860962079463407,0.085536633882821,0.0882990693900158
1988-10,0.0790215625530579,0.0824978666116336,0.0814952517919299,0.0841846819564766,0.0834039230511899
1988-11,0.0846323908407036,0.088198346599917,0.0862509206792183,0.0903623493105454,0.087217693366208
1988-12,0.088711002353055,0.0902482134500975,0.0908698410291216,0.090309019690848,0.0904080830256806
1989-01,0.0888312137066157,0.0892792223158742,0.087810144647778,0.0891271165243079,0.0866250678830978
1989-02,0.0935417444083642,0.0926794059267018,0.091299392445475,0.0928766940671301,0.0876145824257055
1989-03,0.0959493840518388,0.093638508734161,0.0943677979249673,0.0899526124929798,0.0906859829542797
1989-04,0.0909974928220588,0.0910401042922618,0.089180749306795,0.0880026932129807,0.085816843593891
1989-05,0.087651581877053,0.0844424547614656,0.0859903993743186,0.085124440901229,0.0840878154320294
1989-06,0.0809606288342911,0.076711243119943,0.0798749096707195,0.0769311136139903,0.0826768398735262
1989-07,0.0759743280975891,0.0712272196414633,0.0765671989690757,0.0737078020761009,0.074210515275007
1989-08,0.0811232912937808,0.0833858526617011,0.0811228883328578,0.0812483535675985,0.0797804368340661
1989-09,0.0828600058671537,0.0832181914925997,0.0831398584177379,0.0815246261353637,0.0808863844132105
1989-10,0.0774643677837361,0.076048182358252,0.0796687108428075,0.0775783955848748,0.0772732786094543
1989-11,0.0766866787769227,0.0748224929068838,0.077665027487754,0.0783297007607222,0.0767331267341338
1989-12,0.077993974428087,0.0771288444399116,0.0791954375397045,0.0779161051469169,0.0761966539977646
1990-01,0.0807546276951352,0.081199755306652,0.082859789222818,0.0839954969945967,0.0836196326905954
1990-02,0.0804944763723161,0.0843094146039337,0.0832216658620408,0.0864267212734561,0.0843868650418704
1990-03,0.0824146852561134,0.0874369452555721,0.0868745578196501,0.0852290525223016,0.0849582480603978
1990-04,0.0853727203211213,0.0898500922835097,0.0900717409695208,0.0907091871004691,0.0877085546170459
1990-05,0.0812100554255431,0.0847028624343949,0.0844990606084655,0.088044224913986,0.085855389272154
1990-06,0.0792488561903558,0.082070792731937,0.0832773916110888,0.0846573078293585,0.0846109426989119
1990-07,0.0766758817979173,0.0782717822035394,0.0809012598103069,0.0819762548872373,0.0840713045321381
1990-08,0.0759959070279223,0.0821209610692149,0.0855100421584728,0.0895547462675369,0.0896788785141997
1990-09,0.0762548905191724,0.0815223573637847,0.0841669328949699,0.0889516330305128,0.0889167282569989
1990-10,0.0745511472643828,0.0774934186452996,0.081932456110922,0.0871653201757077,0.0870665265829154
1990-11,0.0731192303508081,0.0743720062065437,0.0792086309596351,0.0837596526247824,0.082909047019162
1990-12,0.069178603019699,0.0720969843382545,0.0781374310550891,0.0793704471099121,0.0837955387985087
1991-01,0.0660863851278596,0.0721187696701591,0.0768586259517707,0.0825474227798763,0.0787272345275728
1991-02,0.0649652788523591,0.0729184285110271,0.0770684849245345,0.0831573915162024,0.0803874537523761
1991-03,0.0642185723266511,0.0758254098179844,0.0775897759959768,0.0845935857532044,0.0847300926586078
1991-04,0.0620137111544604,0.0716891247370477,0.0781670031993257,0.0845839257480708,0.0810946652750512
1991-05,0.0623968162257106,0.072506946239091,0.0766324158076922,0.0866138256312031,0.0828908202939434
1991-06,0.0636429223059577,0.0739768162271714,0.0818306409434629,0.0882575451841956,0.0858384940538495
1991-07,0.0617583892879472,0.0720358950324264,0.0792875562050295,0.0876719626165992,0.0848939718957597
1991-08,0.0567502618511872,0.0696182739636475,0.0735468893801679,0.0841598263293861,0.0811792489223831
1991-09,0.0538544661264787,0.064805203661349,0.0710249277827166,0.0792934900874647,0.0745268203273844
1991-10,0.0515354289629188,0.0605476324557342,0.0702424953833016,0.078597746349135,0.074619365652191
1991-11,0.0481508685624219,0.0592450504574749,0.0666717946477202,0.0804633108882252,0.0751542953763964
1991-12,0.0418329220019615,0.0528954270986795,0.0605696553185013,0.0760919552490426,0.0647813781795813
1992-01,0.0432729122334668,0.0576530063564937,0.0716789980207003,0.0774217697373372,0.0713914342345521
1992-02,0.0438891935697252,0.0609825526664491,0.0698626658703479,0.0802997830799327,0.0777986719809976
1992-03,0.0460962958929734,0.0651705165356134,0.0760632660964902,0.0822894417750457,0.0763133271067075
1992-04,0.0437638174411758,0.0640441351931294,0.0740017351869272,0.0826507721296888,0.0815854584646227
1992-05,0.0425735275590615,0.0611660802577247,0.0706018746369477,0.078346746201777,0.0819037767088665
1992-06,0.0406345120961831,0.0553478936013476,0.0676076855244732,0.0760513042048859,0.0759327357221567
1992-07,0.0356997191343251,0.0514062077795532,0.062938196370588,0.0725370861735672,0.0697516612091747
1992-08,0.0343533778716966,0.0478224365906642,0.0600792331185104,0.0713466721462197,0.0675417758851074
1992-09,0.0310470090721973,0.0444419161584563,0.0565007992322982,0.0672053935326296,0.0687235436152491
1992-10,0.0359588388542673,0.053320562705215,0.062928167331187,0.0743668611630003,0.0746117470985814
1992-11,0.0392191131545613,0.0555642054654951,0.0680768455622398,0.0758031987899502,0.0733660483504042
1992-12,0.0365083948165229,0.0533616096125199,0.0661641146235297,0.0713559359090683,0.075324440324102
1993-01,0.034643205943574,0.0497933070372307,0.0591913926095419,0.066044293226407,0.0739780125216567
1993-02,0.0332879468661749,0.0452250980049358,0.0543785524660725,0.0651935546362496,0.0676788851774173
1993-03,0.0335257602251685,0.0447817870435923,0.0562987085285527,0.0638812689616392,0.0640207500775337
1993-04,0.032874493074082,0.0426360006148589,0.0549399356951243,0.0631707281183691,0.0641267786237085
1993-05,0.0366017456445607,0.0473452404813601,0.0563961250951406,0.0628752712858783,0.0669119600316067
1993-06,0.0349952529972627,0.0446541986782176,0.052134896491738,0.0582146045546893,0.0627407765323092
1993-07,0.0348502774357463,0.0472712561665753,0.0539960574952607,0.0573822101269428,0.0667876213728154
1993-08,0.0335361012194553,0.0431181869701692,0.0500774176495167,0.0528496088499401,0.0603015606294264
1993-09,0.0337326004315051,0.04311604702103,0.0492589413500803,0.0558340401730536,0.0570391721464201
1993-10,0.034757089958005,0.0441887195283701,0.0503090263708871,0.0549084158160632,0.0566861267598164
1993-11,0.0363217192995119,0.0470924988668664,0.0525544278630154,0.0601192332613901,0.0612589933649241
1993-12,0.0362595018703161,0.0475569842227944,0.050240759053332,0.0637597482217582,0.0627948075609167
1994-01,0.0351713230114408,0.0463641649710777,0.0516188328853524,0.0565665434080285,0.0608838159357663
1994-02,0.040624097436508,0.0521822196499664,0.0579584348032627,0.0631093934173238,0.0654694556953478
1994-03,0.0447672668825398,0.0583956652317994,0.0668427770370184,0.0693561508108269,0.0709203491687884
1994-04,0.0498417168572158,0.0638982530156904,0.0698944483465908,0.0735313817091489,0.0725195200035926
1994-05,0.0529683807722447,0.0656912890155831,0.0708557005463977,0.0724989553689774,0.0736962010926104
1994-06,0.0542661299401825,0.0672011843433632,0.0703350436099258,0.0777385975251129,0.0764766940461598
1994-07,0.0533374875906743,0.0651983313359503,0.0684566295172285,0.0731393099209222,0.0736780257307919
1994-08,0.0546568395053934,0.0669798619920812,0.0690517604300854,0.0726392665223316,0.0743432263469615
1994-09,0.0586359754849572,0.0713929863885831,0.0739003705168651,0.0778501944087616,0.0790612249376783
1994-10,0.0604296408264636,0.0743482426307848,0.0759184568052061,0.0789877348599995,0.0803221945108019
1994-11,0.0683644975266561,0.0768000124709649,0.0800186198435259,0.0795501585130172,0.0788578098410502
1994-12,0.0712275092883677,0.0791071275680308,0.0802112442245732,0.0776927027662091,0.0755726703661536
1995-01,0.0674333738500483,0.0751906604053659,0.0766769093413451,0.0759564156927585,0.0756614050660628
1995-02,0.0635683252631631,0.0698487881771884,0.0707820218729204,0.0716465971403365,0.0722234900132675
1995-03,0.0633232598667686,0.070208132757754,0.0712812020049636,0.07207461919467,0.0718904246542109
1995-04,0.0625139053892423,0.0671962261335028,0.0693873576331995,0.0706529863315003,0.0687898982558045
