,rx2,rx3,rx4,rx5
2000-06,-0.0066290050629887,-0.0103613699721113,-0.0123723803915269,-0.0121740034731886
2000-07,-0.0054024748375491,-0.0066806892546903,-0.0067467858788381,-0.0037963545205712
2000-08,-0.00291347386437,-0.0026951658152255,0.0018797603695072,0.0055289637736914
2000-09,-0.0047116097306173,-0.0018262911083287,0.0024054395614134,0.0074207888816672
2000-10,-0.0028907965782228,0.0028281999283328,0.0098343252909382,0.0162053347859276
2000-11,0.0025418176798084,0.0108928662316517,0.0197959098435873,0.0301214926165253
2000-12,0.0096919291388876,0.0267806770258955,0.0404075367442857,0.0586771132808294
2001-01,0.02186233828666,0.0437623119887337,0.0589563684171273,0.0788020544326477
2001-02,0.0235981268719186,0.0463959126500942,0.0614772420965206,0.0812947835584371
2001-03,0.0230742082673776,0.0434734206274976,0.05541848072612,0.0680293201673485
2001-04,0.0263864383341044,0.0445799363425193,0.0556189438158031,0.0650983187903476
2001-05,0.0313127237911495,0.0489234286203126,0.0594319030070172,0.0653097433545889
2001-06,0.0227949213886517,0.0374765364880487,0.0445342855265694,0.047119567270315
2001-07,0.0258281738200337,0.0476585802832431,0.0566828196787855,0.0630194801267565
2001-08,0.0270483720290164,0.0469492930103302,0.0553525620809411,0.0623156574076323
2001-09,0.0307019952075884,0.0578464463404113,0.0682761265714466,0.0774155529823384
2001-10,0.0347933061935386,0.0652174218230233,0.0797640623283218,0.0886942589361024
2001-11,0.032109579717777,0.0507299912054001,0.0555842640293564,0.05460373963262
2001-12,0.0260451883447436,0.0369960808100274,0.0332075137629205,0.0259266911812076
2002-01,0.0219998315084719,0.0316886525887125,0.0316802366229924,0.0259805156032119
2002-02,0.0215629242941159,0.031912081202681,0.0332405761826462,0.0276320852553592
2002-03,0.0153252522322857,0.0170160033401483,0.0102262238454803,0.0003103395469736
2002-04,0.0226798547846693,0.0345305013298285,0.0369680646016965,0.0345776156622376
2002-05,0.0236848469014061,0.0369164063755693,0.0446691071084193,0.0460209182554237
2002-06,0.0265321266472532,0.0435915260071686,0.0542459103376382,0.0601093960410752
2002-07,0.0236574226940578,0.0476241416628018,0.059621443934849,0.0672676951357628
2002-08,0.0214174320992267,0.0462837769600425,0.0632083789954544,0.0719865426179313
2002-09,0.0169815275506509,0.0439828973665984,0.0644337476467415,0.081813775805064
2002-10,0.0144351569085981,0.0359353655228234,0.051097028171518,0.0629006433167261
2002-11,0.0212168536852356,0.0442540851299175,0.0577050913944513,0.0633277283913751
2002-12,0.0286674178823304,0.0622178359614129,0.0875921658286723,0.1029058580866079
2003-01,0.0273070948604889,0.0576893590669995,0.0809601394871256,0.0960375774037322
2003-02,0.0264295905569219,0.0565195411605806,0.0832041767957299,0.1010385803070044
2003-03,0.0353688665516983,0.073337393018849,0.1031696316187113,0.1255616382394318
2003-04,0.0303832036750099,0.0637013869646141,0.089709544459008,0.1076881421280794
2003-05,0.029273283189832,0.0629797678532031,0.0935434719385465,0.1180082310987269
2003-06,0.027886993750009,0.0585052450315894,0.0842009037919919,0.1034928912991362
2003-07,0.0149503421103308,0.0335901817154394,0.0443226854075952,0.0489325012959872
2003-08,0.0119168190763299,0.019781540455877,0.0256406531653263,0.0230470168341266
2003-09,0.0087826904095908,0.0174704979805669,0.0220395257820498,0.0212693431863848
2003-10,0.0075108386113552,0.0139781497189226,0.0156729472697481,0.015738974455039
2003-11,0.0112733927630744,0.0224344163456324,0.0288127691208788,0.0307181828501211
2003-12,0.0072986601484965,0.0121525076246967,0.0151826602320904,0.0146009886469307
2004-01,0.0087501725081161,0.0169313378915044,0.0235501512764042,0.0276235096237441
2004-02,0.0064518248906673,0.0128299101914363,0.0181764639471753,0.0204808645272151
2004-03,0.0068171638401749,0.0162737387154586,0.0262667766215163,0.0322697622572735
2004-04,0.0019676155589623,0.0018724409868955,0.0006112765282137,8.730507591212314e-06
2004-05,-0.0033447054718879,-0.0136144494725124,-0.0253950080401474,-0.0355587074064674
2004-06,-0.0045194702562889,-0.0128369691039598,-0.020563522168506,-0.0255198896914856
2004-07,0.0019104576189995,0.004656914460472,0.0098819990943728,0.0183999839343289
2004-08,0.0069729514386504,0.0159040317128968,0.0289823925411751,0.0406362499666465
2004-09,-0.0028619973487647,-0.003037696757657,0.0012635314366225,0.00724846582629
2004-10,0.0019778407437947,0.0091235469739449,0.0184423420997883,0.0295932072385188
2004-11,0.0002001893554044,0.0033256090084872,0.0084616929782521,0.0154010130793996
2004-12,-0.0029707341003757,-0.0019865613651279,0.0044389686895533,0.012749532802451
2005-01,-0.0053605810760468,-0.0066637931293557,-0.0028323477467158,0.0048914016724983
2005-02,-0.0111236515122723,-0.0185806714815247,-0.020296152702467,-0.0180019641471426
2005-03,-0.0141007030124963,-0.0263904344579091,-0.0313889857551884,-0.0328329927536483
2005-04,-0.0035926233816679,-0.0014327106486228,0.0053729256765088,0.0148191669085034
2005-05,-0.0011815781210095,0.0047166104814209,0.0155737591333722,0.0288320033450308
2005-06,-0.0015696092713973,0.0026275540460326,0.0115416849686554,0.024186521773521
2005-07,-0.0059657518531146,-0.0063908954823144,-0.0038958199196863,0.0025141379850274
2005-08,-0.0089097981532325,-0.0132053239285523,-0.0108416846618163,-0.0038416234776536
2005-09,-0.0102078094921342,-0.0178720009332265,-0.0193937549764647,-0.0184583495019456
2005-10,-0.0145128506416624,-0.0249837922626407,-0.0306233517973394,-0.032968281997416
2005-11,-0.0104858222100821,-0.0159981965538865,-0.0169259307957882,-0.0155989012940128
2005-12,-0.0103533586057278,-0.0169881820453833,-0.0189629219129309,-0.0189978137634701
2006-01,-0.0097102642127041,-0.0164687281101671,-0.0203828115452517,-0.0226300823847478
2006-02,-0.0077842801199383,-0.0125070185720977,-0.0151602070736914,-0.0153741812087954
2006-03,-0.0070843957808135,-0.0116710067048567,-0.0149380853723062,-0.0172504091100832
