,rx2,rx3,rx4,rx5
1978-06,-0.0185354821779936,-0.036783362327495,-0.046760340383341,-0.0575711942705855
1978-07,-0.0142531612142795,-0.031402436129078,-0.0374334117051583,-0.0442103772533387
1978-08,-0.0152799714457423,-0.0289930840242094,-0.0367154854970981,-0.047286027416725
1978-09,-0.0163782825894942,-0.029732027259213,-0.0367859858597375,-0.0460019874110326
1978-10,-0.0224876337883129,-0.0387623930469238,-0.0511173194917342,-0.0640285571531947
1978-11,-0.0240293223417445,-0.0404551116982286,-0.0477708598280891,-0.0539477295549242
1978-12,-0.0283213781127432,-0.046215332078817,-0.0564968418585312,-0.0597757662433142
1979-01,-0.0219945635162291,-0.0359357428926665,-0.0369089526564437,-0.0395728508547144
1979-02,-0.0220194480581089,-0.0367022302804091,-0.0358422657739628,-0.0462069615015395
1979-03,-0.0165250302799991,-0.0311563158414512,-0.032850192060585,-0.040860207162452
1979-04,-0.0190258951156472,-0.033311960203389,-0.0356949833085237,-0.0419316659993778
1979-05,-0.0151021987372418,-0.023852725427507,-0.0211746523514877,-0.0238816627880225
1979-06,-0.0072571230210389,-0.005465012908999,-0.0055286784246034,-0.0060618450530477
1979-07,-0.0091436286644892,-0.0139726457191051,-0.0158687175895305,-0.0165766342554935
1979-08,-0.0178393702247627,-0.0287117237652436,-0.0322247152327756,-0.034900138226207
1979-09,-0.0229932370469802,-0.033686140142768,-0.0397372466005649,-0.0403494203362808
1979-10,-0.0346522358630386,-0.0559616797976163,-0.0716766792087646,-0.0918305839873929
1979-11,-0.0234858314074465,-0.0504489137572106,-0.0544226308504404,-0.069182557481938
1979-12,-0.0204694453450703,-0.0373551782308892,-0.0490542125459029,-0.0553467168635996
1980-01,-0.0265848510471604,-0.0573887003296818,-0.0729296654210552,-0.0905593736482161
1980-02,-0.0506726353104689,-0.1014118327642237,-0.1354502133490541,-0.1543342909362161
1980-03,-0.055949440812033,-0.1042567076357865,-0.1285336692770378,-0.1412588619285386
1980-04,-0.0087459611661309,-0.0326759862947509,-0.0393283737845436,-0.0455352862509491
1980-05,0.0040309014448546,-0.0071018546229329,-0.0160461299912723,-0.0332792383860457
1980-06,-0.0005824912921091,-0.0101607881033684,-0.0225003204395086,-0.0404280094227533
1980-07,-0.0022502829943131,-0.0198042523316731,-0.0377305257538578,-0.0542270872364217
1980-08,-0.019795123764837,-0.0466590225688271,-0.0758325565289432,-0.1048204430354139
1980-09,-0.0279980528955613,-0.0551036035083186,-0.0846342586834221,-0.1153904701790917
1980-10,-0.020989550665478,-0.0375555418438328,-0.0614653017061497,-0.0772230704410338
1980-11,-0.0341542129011118,-0.0699068590313451,-0.0983374960979257,-0.1144100149665203
1980-12,-0.0229632426291891,-0.0481935083289585,-0.0661860605354876,-0.0928590034138079
1981-01,-0.0236508524331375,-0.043603979651164,-0.0560038377234168,-0.0742260724858062
1981-02,-0.0106905838566797,-0.0097827753721537,-0.0332202565240912,-0.0561014205845052
1981-03,0.0048179058168541,-0.010736668029148,-0.0366380770350788,-0.0462558689024915
1981-04,-0.0385930556852254,-0.0838020252069952,-0.1162818543789911,-0.1507318363973993
1981-05,-0.0538614212557975,-0.0892504457745676,-0.1194084942484663,-0.1411118502962762
1981-06,-0.0463568362345639,-0.0908227466506689,-0.1223805883171934,-0.1644197322824993
1981-07,-0.0529435640066517,-0.0994387586342148,-0.1319297444031053,-0.1580128376116225
1981-08,-0.0456274475648856,-0.0859779239373658,-0.1303005379915993,-0.142308818366921
1981-09,-0.0377500976229686,-0.0820877448669287,-0.1192464006464584,-0.1754831589679615
1981-10,-0.017506184293191,-0.0389271023825747,-0.067282601339896,-0.0887178107690597
1981-11,0.0104243257083882,0.0116435589421355,-0.0166120893950849,-0.0033352270106183
1981-12,-0.0092772860562778,-0.0329947712331374,-0.0533464094236569,-0.0764646520471284
1982-01,-0.019791369443231,-0.036218078308936,-0.0588446305258169,-0.0732102286918863
1982-02,-0.0143655850481209,-0.0182153243466915,-0.0252866371628634,-0.0328054795550002
1982-03,-0.0101748490985448,-0.0234574087804936,-0.0330116956980084,-0.0398002261305656
1982-04,0.0070469346088745,-0.0015876267541004,0.0083787505481366,0.0104432541258853
1982-05,0.0049341149828281,0.0013163118950146,-0.0043874788439489,-0.0123836492736335
1982-06,0.0010684428613439,-0.0137003736872051,-0.0128597839574384,-0.0307799843061334
1982-07,0.0264259379322688,0.0227435222922284,0.0293110799261242,0.0358484436538582
1982-08,0.0423238590064034,0.0763126503285707,0.0734813222444742,0.0818945730134725
1982-09,0.0554874818363194,0.0922721955862393,0.1438108020267269,0.1505040154022993
1982-10,0.0477655785148367,0.0852004419115375,0.1179201671748361,0.1649133141725564
1982-11,0.028906045477489,0.0713079588226313,0.0745397964361956,0.0747658664759178
1982-12,0.05011421163154,0.0899842633289547,0.1183179323265104,0.1368784593583058
1983-01,0.0460249644797998,0.0887133328748632,0.1151027608217833,0.1451533286096418
1983-02,0.0523206217283335,0.0870905386930771,0.1199729222706351,0.1369948549322901
1983-03,0.0486928130814567,0.0862181840691106,0.1197864351173508,0.1424654431029695
1983-04,0.05023013985225,0.0847301647031799,0.1113811214908841,0.1343396887461262
1983-05,0.0403256844386263,0.0723396286623791,0.0956039650426086,0.1158668976829876
1983-06,0.0476539687464047,0.0856940859055725,0.1085294180669376,0.1450173709178623
1983-07,0.0314246216378315,0.0536142960880821,0.0603005210144385,0.0813458571691766
1983-08,0.0171554631539861,0.0352606184059211,0.051523001958866,0.0469500309159332
1983-09,0.0206065207106873,0.0274938438645548,0.0236263573833459,0.037713359530504
1983-10,0.0096867801442009,0.0159010994826881,-0.0057471464591095,-0.0184997582587571
1983-11,0.0053850152087908,0.0051910824250167,0.0120896648221091,-0.0126860837064691
1983-12,0.0024056829506928,-0.0005314836638219,-0.0012090415592521,-0.0183172627242332
1984-01,0.0046784392094965,0.0067343829078931,-0.0049407702129549,-0.0013574102873533
1984-02,-0.0010049073823548,-0.0134734251568295,-0.0174740123658794,-0.0353511212987657
1984-03,-0.0041660989197174,-0.0164704657435155,-0.039564017670648,-0.0466631778473152
1984-04,-0.0090797899098937,-0.0310511027443972,-0.05035957608144,-0.0668078262609427
1984-05,-0.0153741062167258,-0.0435578390634539,-0.0670570449669466,-0.0891960812385085
1984-06,-0.0124136949385208,-0.0444189662859159,-0.0707632631706343,-0.0851087093156177
1984-07,-0.0036424948769623,-0.0179459865922251,-0.0156559304256576,-0.0217246030490356
1984-08,-0.0035058598522188,-0.0122302001565895,-0.0102924154671318,-0.0115308155995391
1984-09,-0.0015679306063388,-0.0114673603410391,-0.0230943422126733,-0.0167962080407482
1984-10,0.0102289179491199,0.0114354776667849,0.0144887020591996,0.0175848556837954
1984-11,0.0165908039458742,0.0189236084191943,0.028955173801263,0.0199315790862776
1984-12,0.0224153836392089,0.0286242242749054,0.0371474748573633,0.0440471712309071
1985-01,0.0230326392506935,0.0288776325214525,0.0387575791360952,0.0406527775748724
1985-02,0.018809950525372,0.0227154038505463,0.0303076317216343,0.025116444420203
1985-03,0.0238041332539032,0.036515976494496,0.0496707570629485,0.0501230356269352
1985-04,0.0353805792090919,0.0507668489980142,0.0685340951946734,0.0787438382154783
1985-05,0.0530151312388896,0.0943335330530762,0.1294668347211058,0.1626436982968826
1985-06,0.0596788981382923,0.1026136707106413,0.1322615444618637,0.1629795435369555
1985-07,0.047477323910004,0.0771402568180896,0.0962376801383768,0.1107336165939624
1985-08,0.0454175218389316,0.0732413312153252,0.1021533202632671,0.116642034385832
1985-09,0.0439410564992224,0.0727836467709894,0.0986748758207045,0.1114526033925186
1985-10,0.0375364420813379,0.0607898888738169,0.0807638838561789,0.0903003957662694
1985-11,0.0328565867808202,0.0572783907694129,0.0872767923831436,0.0977698813455658
1985-12,0.030758371946845,0.0643624388199059,0.0910753285762505,0.1209975679540443
1986-01,0.0294053405784583,0.0582957749213783,0.0871384377090209,0.1023218666548692
1986-02,0.0374270196750191,0.0759267245824308,0.1220947939214917,0.1532348889336687
1986-03,0.0405223111363397,0.087236036304413,0.1369888529331485,0.1688863222364102
1986-04,0.0411195240340171,0.0829943480463597,0.1253695830313933,0.1586749705252158
1986-05,0.0259730331881939,0.0498547356428723,0.07900864416681,0.0843190597028418
1986-06,0.0307272142809241,0.0651716278672342,0.0954318654901602,0.1109255438274107
1986-07,0.033205588111238,0.0732406834641174,0.1074342451692745,0.1276923550302924
1986-08,0.0419718445772786,0.0774433968112593,0.1192808425155966,0.1436069788890366
1986-09,0.0356586541228865,0.0684280164792723,0.1043344929195704,0.1240506709449682
1986-10,0.0364415354224678,0.066032369854408,0.098856323582355,0.1261148089290354
1986-11,0.0318322377388836,0.0583943208157046,0.0921659997309193,0.117359972858326
1986-12,0.0216520238737697,0.0440743208151501,0.0674230817816687,0.0909399063033581
1987-01,0.0216727145685139,0.0468350876324388,0.0693813009004761,0.0901338769181502
1987-02,0.0174410404029084,0.0324549101219476,0.0480994637980248,0.0619513565429101
1987-03,0.0068177452380866,0.0156102142160022,0.0225022239185629,0.0267196645473853
1987-04,0.0007045998634184,0.0043586294887862,-0.0014288246661092,-0.0053700703953526
1987-05,0.0069057765297601,0.0086461966605058,0.0176686886423899,0.0161230546420477
1987-06,0.0030432967851369,0.0024085179077061,0.004709298337156,-0.0018796722308956
1987-07,-0.0019645220861875,-0.0003273256297367,-0.0102349187328651,-0.0118834304374354
1987-08,-0.0080885112446586,-0.0213956886549928,-0.0372170001394586,-0.0540645245564479
1987-09,-0.0106245926855763,-0.0253789589491153,-0.0362082484946327,-0.0547990246531387
1987-10,-0.0006260683920191,-0.0135868603269621,-0.0260095178569852,-0.0368301836479441
1987-11,-0.0038916073531514,-0.0178046739277982,-0.031258116122134,-0.0507707298636184
1987-12,-0.0070936880601586,-0.0181990186422171,-0.031750725995257,-0.0396095139745403
1988-01,-0.0023399660874538,-0.0084387538513304,-0.0139307915892283,-0.0252290722198204
1988-02,-0.0002847331788359,-0.0062922037161245,-0.0110318031183625,-0.019204992059197
1988-03,-0.0012874898158254,-0.0063749996070786,-0.014161357344118,-0.0202915525837006
1988-04,0.005498303243199,0.0063745138907589,0.0054793766929495,-0.0015656958211527
1988-05,0.0046136758548228,0.0036044536336392,0.0014599313687654,-0.0058867675560951
1988-06,0.003647175939184,0.0034934671338358,0.0037573032062528,0.0048535152469712
1988-07,0.0012713345430578,0.0004335693089634,-0.0014747222184583,-0.0032084721253427
1988-08,0.001918288504253,0.0017111127914157,0.0009639253622576,-0.0008438628415194
1988-09,0.0102465366020344,0.0188035661375274,0.030666346083674,0.039654154532967
1988-10,0.006504813833243,0.012114368069433,0.022784309738674,0.0241467225313214
1988-11,-0.0023505150408888,-0.0026772968486701,0.0026709924122812,0.0048719274208064
1988-12,-0.0085625702385277,-0.0145425038870198,-0.0173912789770476,-0.016921579623541
1989-01,-0.0132355321775269,-0.024097075106134,-0.0299069774483322,-0.0384808952453281
1989-02,-0.0195389539314339,-0.0351602232791818,-0.0470483198778425,-0.0593182812936137
1989-03,-0.019081292119038,-0.0321459456040676,-0.0408973297535436,-0.043579078629242
1989-04,-0.0090712082315908,-0.0160523105744512,-0.016560458149184,-0.0172018013722749
1989-05,-0.0032339044197189,-0.0005709972290797,0.0058346631520955,0.0121774785595679
1989-06,0.0010360307721898,0.007871241233228,0.0148677923744201,0.0261445451811911
1989-07,0.0102381240527699,0.0252254237447851,0.0377675799535067,0.0530304856358638
1989-08,0.0069292472282063,0.0111835494343796,0.021902070545918,0.0302694235852904
1989-09,0.0025550555864863,0.0054330720402272,0.0078298475053104,0.0146042907599624
1989-10,0.0050334988278974,0.0104805682615754,0.0149965393752445,0.0208220668415596
1989-11,0.0115116678229942,0.0229400955953287,0.0356374174181201,0.0445254100236058
1989-12,0.0122542390220103,0.0259952356112203,0.0371088177623639,0.0496007956411275
1990-01,0.008524594620739,0.0151349839618651,0.0214023112633551,0.0240318821518563
1990-02,0.0121849295543858,0.019174907395927,0.0288299356010164,0.0300177967532657
1990-03,0.0112238234780474,0.0181546761474426,0.0212327308207723,0.0266896612527504
1990-04,0.0056673839711406,0.0049980409944259,0.0029289932378857,-0.0019633502686922
1990-05,0.0032323993359225,0.0045199362758462,0.0051453165686096,0.0011889070866532
1990-06,-0.0025376130704127,-0.0047334961316303,-0.0110797741287288,-0.013060242084561
1990-07,-0.0054486621564541,-0.0071532453909178,-0.0143467031251237,-0.022112442737354
1990-08,0.0073899456337787,0.0063918728974218,0.0021301843065474,-0.0076441251269233
1990-09,0.0069633009734273,0.0085808020273805,0.0059384952677742,-0.002126753349528
1990-10,0.0014970350938691,0.003672327291377,-0.0006817332346701,-0.0105737748009235
1990-11,0.0017032625560756,0.0049962838372861,0.0041173536383732,-0.0029091722522753
1990-12,0.0079502414202125,0.0150486946216625,0.0148273687134904,0.0116535756013429
1991-01,0.0151133701787923,0.0258543897314511,0.0329912607742771,0.0340634706849962
1991-02,0.0193441357515745,0.0296473731025883,0.03900560945151,0.040235082977178
1991-03,0.0232183729289209,0.0342675209305867,0.0419067974569114,0.0422714597641049
1991-04,0.0278363811290492,0.0462189973615222,0.0587611812626657,0.0618858101316408
1991-05,0.0223060462086842,0.0342981605780587,0.0457099696843526,0.0449515333253034
1991-06,0.0184278704259792,0.0277284458098968,0.0305551126957923,0.0269085102105086
1991-07,0.0165133929155922,0.0253787576934727,0.0280674563756805,0.0244667982912194
1991-08,0.0253706992180275,0.0412624674128529,0.057270324300222,0.0627893764850354
1991-09,0.0276678912373059,0.0470296204709268,0.0649563257187229,0.0745795638882572
1991-10,0.0259579896823808,0.0473428133375685,0.0642656381299747,0.072734418363755
1991-11,0.0262211376441216,0.0461847181462819,0.063272576123344,0.0657183122542809
1991-12,0.0302640623362929,0.0555060662927026,0.0743068580841132,0.0820104416335792
1992-01,0.0288458574366923,0.0480514770319693,0.0589199017911454,0.0602253665813809
1992-02,0.0290292349413018,0.0451151671993872,0.0584098928452417,0.0584975635176851
1992-03,0.0297291139250109,0.0421483733853743,0.0506786930420885,0.0531193439256506
1992-04,0.0279253072958719,0.0420481753020681,0.0526303658632118,0.0510742590085742
1992-05,0.0299334186800294,0.0453997542299968,0.0614117052242522,0.0659557793164186
1992-06,0.0333423041309882,0.0598250514731035,0.0804749111328259,0.0902621009817894
1992-07,0.0363361758981012,0.0642175243235775,0.0889512905695887,0.1013081762917813
1992-08,0.0352648960919508,0.0609893488814545,0.0850699420923303,0.0949025188684936
1992-09,0.0337581945891517,0.0603412062134121,0.0831338970685785,0.0904553238633333
1992-10,0.0245887936014668,0.0415107262795534,0.0571803052975014,0.0574328097866921
1992-11,0.0200259373029135,0.0311335264851387,0.043519991811124,0.0428710883975702
1992-12,0.0163870322821566,0.0235950779881381,0.033522918613651,0.026948360884164
1993-01,0.0230098004129195,0.0448954913963891,0.0631258685241845,0.0684730095323296
1993-02,0.0276946058002742,0.0523321736656862,0.0782534042795465,0.0908585216242945
1993-03,0.0316447563104448,0.0629262353633427,0.0889169686098357,0.1013490267549041
1993-04,0.0311696421190474,0.0625353766911157,0.0902462131256803,0.1086609434719339
1993-05,0.0245643346131639,0.0478209687687517,0.069771589875388,0.0888000952983762
1993-06,0.0203526406040848,0.0433061274503404,0.0672225351634883,0.0849406663309558
1993-07,0.0165559303438068,0.0322228705478196,0.0507638992261259,0.0631333503083578
1993-08,0.0142863353712088,0.03124738151955,0.0525166360162531,0.0672088030514203
1993-09,0.010709315726951,0.0240940679382194,0.0420405201207687,0.0549300235629642
1993-10,0.0185634727472099,0.0373029205500269,0.0613607553421401,0.0810640866246582
1993-11,0.0192424861659831,0.0402268328613565,0.0634756037882913,0.0767224188773054
1993-12,0.0171021077422037,0.035709238142939,0.0568244149986752,0.068389107101019
1994-01,0.0146219840257898,0.027449211664254,0.0418746720053087,0.0592861411189367
1994-02,0.0046010005684278,0.0067973333845336,0.0140324532175206,0.0186019449776141
1994-03,1.4520161052460068e-05,-0.0020824365421942,-0.0050439446175734,-0.0103793453508666
1994-04,-0.0072057162423568,-0.016164033562923,-0.0228877537911448,-0.0322923568765851
1994-05,-0.0056231402908846,-0.0149183042113271,-0.0228987334718465,-0.0284857288092172
1994-06,-0.0096119312619649,-0.02467821911359,-0.0367986581688265,-0.0517964791616303
1994-07,-0.006066231424099,-0.0172685052647884,-0.0283429246550741,-0.0346946132031809
1994-08,-0.0115386525352242,-0.0284410968777886,-0.0446432484579339,-0.0569809543508391
1994-09,-0.0155199284639272,-0.0376539735024299,-0.0557203038462414,-0.0765313261085828
1994-10,-0.0162409212980934,-0.0402801375579911,-0.0612901785471339,-0.0835917866473171
1994-11,-0.0212719986597897,-0.0455175832677392,-0.0654169698498751,-0.0837081349979682
1994-12,-0.0236705250655732,-0.0525368935802719,-0.0689883895830871,-0.0838862847883794
1995-01,-0.0210692088789706,-0.0446410363989841,-0.0647514023323006,-0.0798240020892928
1995-02,-0.0113861056131965,-0.0232764589871223,-0.0309490874427188,-0.0371262288877076
1995-03,-0.0049275946349692,-0.0082929503557047,-0.0102180015498414,-0.011372271575723
1995-04,0.0013843476264481,0.0040825698395362,0.0082265939154854,0.0100931275875778
1995-05,0.0085705215258252,0.0210238983064419,0.032964875726458,0.0448782805526487
1995-06,0.0118364550067767,0.0233031337918643,0.0410642852733713,0.0555733859398918
1995-07,0.0093049992954101,0.0177726177357702,0.0276915280354805,0.0373428511021707
1995-08,0.0107692341551637,0.0211705636303971,0.0325421172129474,0.0439063106893045
1995-09,0.0146003879829499,0.0306341868960779,0.047980312518567,0.0651144188050536
1995-10,0.0190574953799983,0.0395585774515693,0.0599004341263276,0.0804653057127912
1995-11,0.0235890911378952,0.0514914494344546,0.0754603285368699,0.0969088862496122
1995-12,0.0278348855904555,0.0572856462274525,0.0811172096001369,0.1005655763941753
1996-01,0.0261684693197706,0.0545413591172067,0.0775125927749297,0.0978501699341295
1996-02,0.018450225091188,0.0336022372915854,0.0478154146972567,0.0593302928048705
1996-03,0.0157308274144974,0.0274243784747448,0.0376975179693939,0.0445668295685491
1996-04,0.0118737729447198,0.0178563524979013,0.0234459347365606,0.0250234201607182
1996-05,0.0018108080322617,-0.0037611579089665,-0.0096428890948753,-0.0176348160447898
1996-06,0.0021286868322082,-0.0016170623472039,-0.0066614077866718,-0.0143977127002045
1996-07,0.0013106191258326,0.0009513771577291,-0.0021583979056536,-0.0093468298883611
1996-08,0.0005657058681392,-0.0047497883630991,-0.0111124198239079,-0.0206338318449009
1996-09,0.001222143297649,-0.0017087799405319,-0.0059474853570887,-0.0146071277452975
1996-10,0.0010351038404382,0.0009729391991089,-0.0007471199783127,-0.0076552663379516
1996-11,-0.0014111054708425,-0.0025080263634574,-0.0042590525478622,-0.0089368046801171
1996-12,-0.0038013044051062,-0.0110923047562168,-0.0184525122547612,-0.0287863468708401
1997-01,-0.0064161926563237,-0.0150199208214384,-0.0233752515144744,-0.0328451029677433
1997-02,-7.299320372773643e-05,-0.0067003165613818,-0.011088736576063,-0.0181968633013601
1997-03,0.0004743864522096,-0.0052290703930291,-0.0094586654795361,-0.0175415715612589
1997-04,0.005351846631401,0.0046947398041919,0.0054518587014383,0.0027316413369249
1997-05,0.0084266757617447,0.0118189093167931,0.0158199647079496,0.0158640859351716
1997-06,0.0076394977861018,0.0110052044169972,0.0133061750493495,0.0113300772601966
1997-07,0.0085636370331582,0.0178049468391842,0.0268605333674987,0.0342758249903171
1997-08,0.0093989106431759,0.0183005732466018,0.0246009986619758,0.0287268920785988
1997-09,0.0078059962634921,0.0154349804726373,0.0226407741803894,0.0258597065568283
1997-10,0.0058661816070371,0.0093655898230868,0.0154042185261612,0.0192134301373131
1997-11,0.0018840482160784,0.0014372183059542,0.0017357170671107,0.0015521758278097
1997-12,0.0070443620964052,0.0131574541492912,0.0197419595117267,0.0264874812295854
1998-01,0.0100955958099325,0.0199742175867661,0.0299285315905032,0.0397202741347864
1998-02,0.0109025529724487,0.0196442028975982,0.029586097198015,0.0378788915866801
1998-03,0.0143572923343676,0.0266170655758966,0.0391772541609771,0.0505372656189048
1998-04,0.0124252138618265,0.0222270013065834,0.0330977675277563,0.0425554201907414
1998-05,0.0109242583953558,0.0207330523019736,0.0320309942643271,0.040195734144615
1998-06,0.0102771005300063,0.0195999568768805,0.0305356020834679,0.0399450454217211
1998-07,0.0038401687987143,0.0083618382675168,0.0127776576259953,0.0167899837650134
1998-08,0.0101882699888467,0.0274543866123711,0.0407613588392549,0.0533817513656191
1998-09,0.0128488589391871,0.0330522947862004,0.0504621230187888,0.0675385949807822
1998-10,0.0142872852609771,0.032638967209174,0.0443994754576545,0.0543418959031258
1998-11,0.0132908813454141,0.0289246576934015,0.0421313989703369,0.0474345059041531
1998-12,0.0129910175370401,0.02425730433278,0.0338736636933659,0.0411313194887299
1999-01,0.0090018959150787,0.0163800058009847,0.0255407120586817,0.029888800936121
1999-02,0.0074487110391013,0.0096365588063516,0.0122128701578681,0.0106481975324696
1999-03,0.0102032644011542,0.0152407245399502,0.0185950101626047,0.0179522874073862
1999-04,0.0096562341287324,0.0131597602070962,0.0164353834196983,0.0163154174370522
1999-05,0.006274492077143,0.0051204048799087,0.0034763949722905,-0.004040059891315
1999-06,0.0028368120973691,0.0019069804997496,-0.0011040458941352,-0.0096643099099624
1999-07,0.0012509419985492,-0.0015502248451641,-0.0047743674781678,-0.0138283134601963
1999-08,-0.0085513942586674,-0.0161891680271721,-0.0277093992180359,-0.0442526542780169
1999-09,-0.0139341767980528,-0.0261496319422353,-0.0429946881964252,-0.0606876361264164
1999-10,-0.0158940002597982,-0.0290245876589845,-0.0441312985789285,-0.0596082852187084
1999-11,-0.014540528282072,-0.0290763786345463,-0.0403148885749763,-0.0617695898907986
1999-12,-0.0129125315673091,-0.029339611116942,-0.0447298643357861,-0.0668729853181835
2000-01,-0.0157328823575904,-0.0373901833715115,-0.0574661504581384,-0.0802456484793292
2000-02,-0.007845502382416,-0.0207039470729627,-0.0322398227309199,-0.0475969810097422
2000-03,-0.0109164331062847,-0.0222077652016833,-0.0307574861354828,-0.0386740618897406
2000-04,-0.0115499733725692,-0.0243527930254649,-0.0334535443862289,-0.0432301045797383
2000-05,-0.0052254822539274,-0.0157918787365024,-0.0210358461290683,-0.0281870277605915
