,r2,r3,r4,r5
1997-04,0.060674299820184,0.0600171929929748,0.0607743118902213,0.0580540945257078
1997-05,0.065018191495264,0.0684104250503124,0.0724114804414689,0.072455601668691
1997-06,0.0643791757787318,0.0677448824096272,0.0700458530419795,0.0680697552528266
1997-07,0.067242028984194,0.07648333879022,0.0855389253185344,0.0929542169413528
1997-08,0.0674836357298887,0.0763852983333145,0.0826857237486886,0.0868116171653116
1997-09,0.0644504245695802,0.0720794087787254,0.0792852024864775,0.0825041348629164
1997-10,0.060248452500234,0.0637478607162837,0.0697864894193581,0.07359570103051
1997-11,0.0554114152338875,0.0549645853237632,0.0552630840849198,0.0550795428456188
1997-12,0.0616061500890879,0.0677192421419739,0.0743037475044094,0.0810492692222681
1998-01,0.0648158080101654,0.074694429786999,0.084648743790736,0.0944404863350193
1998-02,0.0666055558486995,0.075347205773849,0.0852891000742658,0.0935818944629308
1998-03,0.0734705568268741,0.0857303300684031,0.0982905186534835,0.1096505301114113
1998-04,0.0704781453104436,0.0802799327552005,0.0911506989763734,0.1006083516393585
1998-05,0.0686275265238007,0.0784363204304185,0.089734262392772,0.0978990022730599
1998-06,0.0663607979669225,0.0756836543137967,0.0866192995203841,0.0960287428586373
1998-07,0.0588561733548714,0.0633778428236739,0.0677936621821524,0.0718059883211705
1998-08,0.0673725665166905,0.0846386831402149,0.0979456553670986,0.1105660478934629
1998-09,0.0684778547001484,0.0886812905471617,0.1060911187797502,0.1231675907417436
1998-10,0.0671291464805105,0.0854808284287075,0.097241336677188,0.1071837571226593
1998-11,0.0680850334325525,0.0837188097805399,0.0969255510574754,0.1022286579912915
1998-12,0.0670987951852702,0.0783650819810101,0.087981441341596,0.09523909713696
1999-01,0.0604952103052964,0.0678733201912024,0.0770340264488994,0.0813821153263387
1999-02,0.0606069011589719,0.0627947489262221,0.0653710602777386,0.0638063876523401
1999-03,0.0633509086120463,0.0683883687508424,0.0717426543734968,0.0710999316182783
1999-04,0.0629515311869559,0.0664550572653198,0.0697306804779219,0.0696107144952757
1999-05,0.0596225275790673,0.058468440381833,0.0568244304742148,0.0493079756106092
1999-06,0.0562059437555746,0.0552761121579551,0.0522650857640702,0.043704821748243
1999-07,0.0553059411212935,0.0525047742775801,0.0492806316445764,0.0402266856625479
1999-08,0.0417003374804731,0.0340625637119684,0.0225423325211046,0.0059990774611237
1999-09,0.0317538041213632,0.0195383489771807,0.0026932927229908,-0.0149996552070003
1999-10,0.0277966883649349,0.0146661009657486,-0.0004406099541953,-0.0159175965939752
1999-11,0.0317756985953506,0.0172398482428764,0.0060013383024464,-0.0154533630133758
1999-12,0.0314678699134241,0.0150407903637912,-0.0003494628550528,-0.0224925838374502
2000-01,0.0290657585503962,0.0074084575364751,-0.0126675095501517,-0.0354470075713425
2000-02,0.041061168573668,0.0282027238831213,0.016666848225164,0.0013096899463417
2000-03,0.0358712373925947,0.0245799052971961,0.0160301843633966,0.0081136086091388
2000-04,0.0354472989883419,0.0226444793354462,0.0135437279746822,0.0037671677811728
2000-05,0.0447213505988862,0.0341549541163112,0.0289109867237453,0.0217598050922221
2000-06,0.0452960678019306,0.0415637028928079,0.0395526924733924,0.0397510693917306
2000-07,0.0477346235755795,0.0464564091584383,0.0463903125342905,0.0493407438925574
2000-08,0.051753927477938,0.0519722355270825,0.0565471617118153,0.0601963651159995
2000-09,0.0490162246934455,0.0519015433157341,0.0561332739854762,0.06114862330573
2000-10,0.0527593435139441,0.0584783400204998,0.0654844653831052,0.0718554748780946
2000-11,0.0603298414472026,0.0686808899990459,0.0775839336109815,0.0879095163839195
2000-12,0.0684551594199317,0.0855439073069396,0.0991707670253297,0.1174403435618735
2001-01,0.0836845519300029,0.1055845256320767,0.1207785820604702,0.1406242680759906
2001-02,0.0845696838634022,0.1073674696415778,0.1224487990880042,0.1422663405499207
