,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rx11,rx12,rx13,rx14,rx15
1972-02,0.0034434788392398406,0.006368442677900746,0.008351367650533138,0.009830055717043507,0.011064557236612996,0.012177651153293726,0.01322511393064846,0.014236925910561913,0.015238347423451445,0.016256551939525247,0.017322343279703993,0.018468675053348996,0.019731338514965675,0.021143728624951966
1972-03,0.006817950986306712,0.012202228772667302,0.016145376682098932,0.0192818272710142,0.0219907571531721,0.024471967531812442,0.026832529534152043,0.029136457311336246,0.03143086960525872,0.033756609051702725,0.03615214559835745,0.03865366044472753,0.04129741929635449,0.04411489302242237
1972-04,0.0073489820115331716,0.01334879232922122,0.01792283010106233,0.021660255054379286,0.02493224696584882,0.027940632462623828,0.030795958263214705,0.033564667512480946,0.03629464230387822,0.039026251874327025,0.04179660368084957,0.04463999510065231,0.047590513085375624,0.05067754627415653
1972-05,0.008014480770256835,0.014312838667451932,0.01907671197424791,0.022953247803579085,0.02632536801067906,0.029400951512275456,0.03229757359315436,0.03508906732364703,0.03782979836575973,0.04056524246034623,0.04333604854330665,0.046178538150286615,0.049127613432539276,0.05221239276002635
1972-06,0.009729665337875676,0.016523451859266774,0.02151177764569508,0.025529081264309354,0.02896582526506766,0.032024489057350135,0.034830843605618104,0.03747660731689015,0.040036899235032515,0.042576895880409284,0.04515363034655204,0.04781581091906829,0.050606864592509064,0.05356064293196846
1972-07,0.013255660884465226,0.022415399965736455,0.029397539931721884,0.03519689744786505,0.04024328538032857,0.04476497419965836,0.048916910672772616,0.05282093776575818,0.056579106866780464,0.06027904618917561,0.06399482534764547,0.06778713673661456,0.07170703189043567,0.07579214483500359
1972-08,0.01615359168242011,0.02805662763020538,0.0377543057001593,0.04614967673170555,0.05364314700289371,0.06046390678099202,0.06677933796698113,0.0727257642722618,0.0784170587643639,0.08394957551359214,0.08940270561649273,0.09483991116307325,0.10031270087325851,0.10585812228545642
1972-09,0.013582168270737875,0.023604497160784603,0.03173331275722889,0.03873970312592684,0.044964473659803654,0.05059983884766185,0.055784710608851144,0.06063199962540569,0.06523647957681689,0.06967892710787121,0.07402660769534393,0.07833384882585398,0.0826454406551447,0.08699412168098015
1972-10,0.009387893694182678,0.016381164705108513,0.022132073840699665,0.027128519918371053,0.03155511723758348,0.035509175607243655,0.03906662859584654,0.0422963405208197,0.045261502243530975,0.04801962737071841,0.050621223676863135,0.05310904430623999,0.05551980222501546,0.057881917722908946
1972-11,0.006967988097041328,0.01247402854169127,0.017139301322033118,0.021254465605888118,0.024921776498083963,0.028191551890072955,0.031106023738124967,0.03370795983066673,0.03604038996427791,0.038145398763759726,0.04006229525970437,0.041826303683823174,0.0434693100059457,0.045017652423084115
1972-12,0.004512319599880804,0.008692138946005604,0.012473390790282398,0.01591403555768019,0.01903425315249416,0.02184029947223208,0.024340718186154818,0.026549999132259416,0.02848798596402007,0.03017831930259933,0.0316465432564608,0.03291847021877622,0.034019899985410176,0.03497453398147837
