qdate     price1     price2     price3     price4     price5
021031     98.672     96.733     93.816     90.370     86.607
021129     98.509     96.005     92.462     88.574     84.696
021231     98.799     96.881     94.084     90.628     86.899
030131     98.728     96.669     93.607     89.842     85.884
030228     98.778     97.020     94.366     90.948     87.247
030331     98.859     97.069     94.250     90.683     86.814
030430     98.853     97.091     94.229     90.577     86.549
030530     98.846     97.389     95.246     92.308     88.900
030630     98.963     97.431     95.024     91.890     88.237
030731     98.782     96.593     93.225     89.083     84.518
030829     98.715     96.142     92.627     88.351     83.881
030930     98.948     97.113     94.231     90.683     86.577
031031     98.774     96.417     93.033     89.165     84.796
031128     98.563     95.991     92.543     88.660     84.416
031231     98.777     96.392     93.133     89.249     84.938
040130     98.775     96.432     93.168     89.427     85.281
040227     98.856     96.767     93.762     90.154     86.178
040331     98.861     96.902     94.171     90.696     86.900
040430     98.411     95.501     91.684     87.554     83.309
040528     98.197     95.055     91.044     86.796     82.451
040630     98.008     94.795     90.963     86.915     82.642
040730     97.971     94.815     91.077     87.149     82.948
040831     98.075     95.337     92.133     88.497     84.551
040930     97.865     94.944     91.763     88.134     84.406
041029     97.807     95.051     91.952     88.427     84.760
041130     97.410     94.205     90.717     86.976     83.090
041231     97.296     94.099     90.756     87.093     83.432
050131     97.106     93.697     90.280     86.762     83.140
050228     96.804     93.101     89.365     85.620     81.832
050331     96.646     92.775     88.906     85.062     81.256
050429     96.695     93.031     89.447     85.918     82.357
050531     96.686     93.154     89.777     86.421     83.044
050630     96.570     93.056     89.711     86.386     83.216
050729     96.203     92.371     88.608     84.879     81.473
050831     96.346     92.709     89.261     85.880     82.601
050930     96.030     92.104     88.327     84.670     81.257
051031     95.782     91.694     87.683     83.850     80.270
051130     95.701     91.651     87.790     83.979     80.387
051230     95.718     91.707     87.832     84.137     80.669
060131     95.557     91.452     87.545     83.702     80.208
060228     95.429     91.168     87.116     83.244     79.682
060331     95.317     90.924     86.709     82.638     78.844
