,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rx11,rx12,rx13,rx14,rx15
1972-02,0.0063676752001586125,0.010795710852190476,0.013743355572438208,0.01592311329517792,0.017737253863171265,0.01939294201145222,0.02099466533488347,0.022597527913250103,0.02423650675302061,0.02593866902026261,0.027728557721858022,0.029629377839056954,0.03166540101803146,0.03385822546332001
1972-03,0.009576090427662828,0.016378084789783066,0.02123116871490637,0.025028877178234175,0.02828453003104354,0.03127752223488259,0.034160869879579704,0.037022284147486414,0.03991804867373466,0.04288890582668133,0.0459674202740672,0.04918057818456685,0.052553779821674716,0.05610736920343365
1972-04,0.010604095950356884,0.01827707366410167,0.023925003989633837,0.028442835361814425,0.03236006135237242,0.03597244392335632,0.03944475333468757,0.04287139960462996,0.04631108109331515,0.04980404870358292,0.053380440571475445,0.05706370223959854,0.06087509743124978,0.06483088304621223
1972-05,0.011162292893100674,0.019078663772894557,0.024881029760030444,0.029512246633470456,0.033508331375882765,0.03716800174758258,0.04066126914594828,0.04408901161263757,0.04751605452812025,0.05098775919994258,0.054538034980235704,0.05819270929072097,0.06197428376015323,0.0658991778947653
1972-06,0.011727808887918358,0.019548665030652425,0.02519619707527277,0.029692551222247964,0.03352537054867314,0.036954796434314305,0.04013988482891006,0.043189521534771375,0.04618546513401085,0.04919281950791297,0.052264339649756526,0.05544207247362163,0.05876157346741208,0.062248633310863485
1972-07,0.014582911182662528,0.024424872750486146,0.031844885011854104,0.03796244787245684,0.043271925558452176,0.048039890026477024,0.0524433973191487,0.056615693702642855,0.060663240823395234,0.0646736186448354,0.06871805508901645,0.07285281778951745,0.07712372969761609,0.08156307046289449
1972-08,0.017935654251016994,0.030754691617969176,0.04104028880798999,0.049862905427091805,0.05770961909373077,0.06486104642993061,0.07151425485469043,0.07782087897764493,0.08390071339912916,0.08985004740562177,0.09574445663089844,0.1016414621599502,0.10758555243762982,0.11360658582814084
1972-09,0.015837627345463873,0.02701928910615562,0.03589220176065229,0.04343933348970872,0.05011118485895838,0.05616505788025534,0.061777435808649514,0.06708060749222348,0.07217684117050141,0.07714683149492604,0.08205301491983447,0.08694219972690066,0.09185029089387434,0.09680092797413613
1972-10,0.012100787202554458,0.02048851783992885,0.02713443593445274,0.03278129227345858,0.03774564383950647,0.04220308850300745,0.046274751090353596,0.050052804211933845,0.05360945327674847,0.057002113268947524,0.06027548355630222,0.06346327309225587,0.06659150764320801,0.06967766317830527
1972-11,0.010251875790605451,0.01744587368450048,0.023194531749519808,0.028097000896750653,0.032415249449379374,0.036294360980199294,0.039831270298801916,0.043096959281700105,0.046145369603120386,0.049018466507762856,0.05174852809955209,0.054359830850223084,0.05687132414964593,0.059296098376762335
1972-12,0.00840371346734967,0.014583755683279694,0.01964881478477789,0.024022412686709196,0.0279139888224608,0.03144209604535287,0.03468010068845606,0.03767592617203296,0.04046234668120861,0.0430628613721995,0.045494682733307854,0.0477706501056368,0.049901233489206165,0.05189443569736217
1973-01,0.008685269558323914,0.014979694544982618,0.020122600130348448,0.024549193005856573,0.028470967277299267,0.032009477177160635,0.035241416117099654,0.03821706945550024,0.04096999786911647,0.04352305208102894,0.045891680670035774,0.04808614617960733,0.05011384203785873,0.051979572772950185
1973-02,0.006437872196036265,0.010439338253168336,0.013238964823189567,0.015368078282860001,0.01708088695875136,0.018513046005096238,0.01974014466850075,0.020803939291893902,0.021726915844527628,0.022520106674485826,0.023188010658452437,0.023730858351059887,0.02414757382349059,0.024435593862756406
1973-03,0.003924167966253204,0.005056623087520089,0.005032522952480454,0.004474597512275417,0.003603944812233598,0.002518242196457094,0.0012698511387544283,-0.00011077323613384431,-0.0016054427014828006,-0.0032044194655033408,-0.004903208422748485,-0.006701788611581583,-0.008601790615597876,-0.010607308271715287
1973-04,-0.0010923547468135693,-0.004657553515773985,-0.00918589674511255,-0.013999701899925818,-0.018893652865865026,-0.023803585983586208,-0.028711218527577805,-0.0336154318244027,-0.0385207797217251,-0.0434351145773488,-0.04836657178534681,-0.05332429334327722,-0.05831597258779262,-0.06334995303265951
1973-05,-0.00814506579186185,-0.017913830036137182,-0.02793500454625416,-0.037697463831778175,-0.04718551367439336,-0.05647482333875949,-0.06563899214539799,-0.07473441124521134,-0.08380006600326732,-0.09286430872027222,-0.10194636779639454,-0.11106058562054287,-0.12021638349472663,-0.12942141732581694
1973-06,-0.01034407902047215,-0.023000027713114393,-0.03602017650129423,-0.04868920745604242,-0.06099406935301468,-0.07303874354574034,-0.08491242388341047,-0.09667344617413166,-0.10835413955470927,-0.11997259643276885,-0.13153684674991495,-0.14305132827302083,-0.154516974458304,-0.16593592563567516
1973-07,-0.00924919932054234,-0.021331404908916538,-0.03361020843771844,-0.045443692407211286,-0.05695975758395186,-0.0683468041038808,-0.0797246131269848,-0.09115037027771729,-0.10264138389479459,-0.11419617018319275,-0.12580400715280665,-0.13745330564357489,-0.1491329478380146,-0.16083646156231085
1973-08,-0.01167852641747442,-0.026141671763761705,-0.04048861203988682,-0.05415980368464537,-0.06739984914363871,-0.0804757348577237,-0.09355095689528745,-0.10670478604712358,-0.11996513548961528,-0.13333573505369423,-0.14680856857804878,-0.16037383693465657,-0.17402228011265283,-0.18774916308776035
1973-09,-0.01435111609589462,-0.030281709809545518,-0.04520341413194373,-0.05900859630159694,-0.07221419039619478,-0.0852412506610193,-0.09833898761245276,-0.11163390489914835,-0.12518020788644538,-0.13899621919090827,-0.15308183127350997,-0.1674303953923853,-0.1820340627113065,-0.19688649236704
