f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
0.044193561616161565,0.05389838109668107,0.0590753713564213,0.061618444372294336,0.0628876452380952,0.06353730930735928,0.063876889033189,0.06405778152958147,0.06415377099567093,0.06420763694083696,0.06642675613275607,0.06452788961038954,0.06453586580086583,0.06454080808080796,0.06454226767676763
0.04284832828282823,0.05399818109668104,0.05954500468975466,0.06233877770562763,0.0637634452380952,0.06449877597402594,0.064882489033189,0.06508518152958147,0.06519267099567096,0.0652511036075036,0.06528178946608941,0.06530136233766223,0.06530812186147193,0.0653142368686867,0.065315751010101
0.043021585858585835,0.0554503477633477,0.06070908044733044,0.06305152012987007,0.06413226341991336,0.06464498809523804,0.06489117085137083,0.06501219668109667,0.06507206493506495,0.06510116421356414,0.0651158652236652,0.06512522597402587,0.0651265612554113,0.06512916111111088,0.0651292964646465
0.045426246969696965,0.05821654696969691,0.06240911060606056,0.06391454393939387,0.06450721818181815,0.06475543333333329,0.06486237878787876,0.06491083636363633,0.06493215303030307,0.06494200151515143,0.06494626363636359,0.0649495212121211,0.0649485636363636,0.06495099999999983,0.06495009090909093
0.04689953484848483,0.058796531818181764,0.06253295151515147,0.06382306060606056,0.06431924696969697,0.06452500151515146,0.06461441212121209,0.06465535757575754,0.06467360757575753,0.0646824318181818,0.06468656363636362,0.0646889727272726,0.06468820151515141,0.06469131363636356,0.06468919848484843
0.047727640909090874,0.058698971212121136,0.062334542424242356,0.06365165151515147,0.06417829242424244,0.06440195606060603,0.06450166969696963,0.06454749393939387,0.06456880454545454,0.06457868939393936,0.06458348787878786,0.06458665454545441,0.06458547424242417,0.0645892227272727,0.0645868348484847
0.047839590909090866,0.058144854545454504,0.061645359090909034,0.06295773484848484,0.06348772575757573,0.06371318939393937,0.06381345303030296,0.06385897727272723,0.06388033787878782,0.06388965606060608,0.06389502121212122,0.06389815454545437,0.0638981075757576,0.063899256060606,0.06389896818181803
0.049034201581027635,0.05895110158102763,0.06209228992094856,0.0631611478919631,0.06354992667984184,0.06370019005270088,0.06376184433465083,0.0637884647562582,0.0638002673913043,0.06380485039525687,0.06380773860342556,0.06380873491436086,0.06380896462450597,0.06380956633728584,0.0638102178524373
0.0508947652173913,0.06031806521739127,0.06318512173913039,0.0641017463768116,0.0644074463768115,0.06451248550724632,0.0645509579710145,0.0645652086956521,0.06457020072463761,0.06457190797101457,0.06457305072463759,0.06457256521739123,0.06457297826086968,0.06457357391304333,0.06457277391304343
0.052591798550724635,0.06116666521739126,0.0638053384057971,0.06466369637681159,0.06495497971014483,0.065056552173913,0.06509402463768117,0.06510780869565207,0.06511363405797099,0.06511490797101446,0.06511581739130427,0.06511589855072462,0.06511502826086961,0.06511739057971007,0.06511580724637671
0.05376491666666666,0.06159444999999997,0.0638212833333333,0.06451208333333333,0.0647435999999999,0.06482456666666665,0.06485521666666663,0.0648665499999999,0.0648712833333333,0.06487305,0.06487393333333323,0.06487366666666666,0.06487313333333343,0.06487483333333316,0.06487368333333327
0.05394266666666667,0.061331899999999995,0.0632565833333333,0.0637855833333333,0.06393868333333326,0.06398478333333334,0.0639987333333333,0.06400319999999997,0.0640046666666666,0.06400536666666656,0.06400571666666659,0.06400611666666667,0.06400431666666667,0.06400538333333324,0.06400629999999992
0.055404390909090905,0.06154394545454544,0.0631442045454545,0.0635919439393939,0.06372434848484844,0.0637651484848485,0.0637772439393939,0.06378180454545447,0.06378263787878781,0.06378366515151511,0.06378388333333326,0.0637840378787879,0.06378293181818176,0.06378296212121194,0.06378496515151515
0.05836228164983163,0.06331294730639726,0.06430431195286192,0.06439021801346793,0.06428979663299664,0.06417964848484846,0.06409480875420874,0.0640383804713804,0.0640016415824915,0.06397874292929286,0.06396445740740735,0.06395713047138053,0.06394960774410767,0.06394712323232303,0.06394743367003368
0.0627042104377104,0.06562053367003363,0.06558639225589223,0.06518681649831642,0.06481957239057237,0.06454096969696967,0.06434337542087537,0.06420885016835011,0.06411862794612787,0.06405752020202021,0.0640171498316497,0.0639920016835018,0.06397347138047123,0.06396311111111101,0.06395701851851847
0.06563161952861947,0.06671612154882152,0.06613450437710433,0.06559195589225579,0.06517940723905723,0.06488460454545447,0.06468163148148147,0.06454371228956228,0.06445317340067334,0.064391805050505,0.06435113316498307,0.06432569713804727,0.0643072728956227,0.0642975823232322,0.06429053670033678
0.06775274242424238,0.06693064848484846,0.06606049090909087,0.06566709393939386,0.06543041060606057,0.06527124090909082,0.06516078636363637,0.06508196818181818,0.0650289545454545,0.0649912696969696,0.0649645439393939,0.06494755909090917,0.0649347560606058,0.06492839545454543,0.06492163939393934
0.0689657128427128,0.06611589307359304,0.06554899235209229,0.06541882481962473,0.06537626341991337,0.06536084985569977,0.06535584191919197,0.0653519588023088,0.0653519213564213,0.06535200274170264,0.06535156341991344,0.06535090613275617,0.06535040036075017,0.06535201233766219,0.06535157518037514
0.0739639033189033,0.06715886291486288,0.06637646536796532,0.06633495021645013,0.06633173088023085,0.066331295093795,0.06633139826839823,0.06633088023088023,0.06633085786435781,0.06633188528138523,0.06633071500721499,0.06633051010101,0.06633144083694083,0.0663313369408368,0.06633122438672426
0.07966920634920634,0.06977553485162177,0.06779339751552789,0.06729357142857136,0.06717452864044164,0.06718415873015864,0.06722780538302274,0.06727385783298824,0.0673097715665976,0.06733649068322976,0.06735373015873015,0.06736603381642496,0.0673736694271912,0.06737839820565893,0.06738150172532777
0.08282129573934834,0.0703263293378373,0.06747106752388209,0.06719700083542186,0.06756076673567973,0.06802562155388463,0.06842542526606363,0.06873013435763313,0.06894569470778394,0.06909622334822553,0.0691962664995824,0.06926546907122856,0.06931060008717457,0.069340353092877,0.06935849337110896
0.07915048621553879,0.0688224404489484,0.06626019450800909,0.06624200083542187,0.06691379848171147,0.0676430659983291,0.06824274272638113,0.06869040419890303,0.06900420264429186,0.06922196937997153,0.06936813951545538,0.06946642145218107,0.06952972707130144,0.0695748769024009,0.06960027114888667
0.07537821954887214,0.0658965897243107,0.06464366842105256,0.06511026750208854,0.06590509920634917,0.0666265159983291,0.0671834659147869,0.0675847447786132,0.06786310409356723,0.0680545215538846,0.06818313951545533,0.06826804319131154,0.06832535605680874,0.06836532472848783,0.06838832259816201
0.07238164060150373,0.0648676949874686,0.06480340526315785,0.06528372364243941,0.06571097639933164,0.06602491950710104,0.06624462380952377,0.06639488512949039,0.06649617426900582,0.06656464436090213,0.06661052548036753,0.06664006073517127,0.06665909289891393,0.06667421946532993,0.06668111207184617
0.0728419111642743,0.06499796555023916,0.06550955677830934,0.06618095885167463,0.06653782416267938,0.06669684952153106,0.0667632363636363,0.06679008931419454,0.06680045709728866,0.0668047915470494,0.06680685087719294,0.06680741499202553,0.06680692695374794,0.06680824832535887,0.0668073335725677
0.07073977042353354,0.06436352480949843,0.06598590492645752,0.06724845144426721,0.06784938897749417,0.06810060322523481,0.06819924747474744,0.06823818190678714,0.06825250894914046,0.06825855821371611,0.06826073976608182,0.06826253721424773,0.0682609565833775,0.0682617779549885,0.06826223542441957
0.07211102188552183,0.06625073617123613,0.06788543458393453,0.0690166611351611,0.06953016257816251,0.0697399432419432,0.06982113636363634,0.0698532253487253,0.06986524579124574,0.06986992496392493,0.06987229365079366,0.06987243362193357,0.069872416065416,0.06987245214045217,0.06987351779701771
0.07578811640211637,0.06973846560846557,0.07054639417989413,0.07114323544973543,0.07139433068783063,0.07148899735449726,0.071521126984127,0.07153389417989414,0.07153834391534385,0.07153979365079353,0.07154050793650794,0.07154076190476184,0.07154002645502643,0.07153970899470893,0.07154137566137564
0.08173535714285711,0.07488331240981237,0.07386123088023083,0.07344159740259741,0.0731943643578643,0.0730336269841269,0.07292175829725826,0.07284365007215005,0.07278449206349201,0.07274027849927837,0.07270514935064937,0.0726778578643578,0.07265589682539685,0.07263906421356416,0.07262385714285709
0.08448936269841267,0.0775877036796536,0.0757206126262626,0.07499920613275614,0.07463724689754687,0.07442395714285706,0.07428320274170266,0.07418632943722947,0.0741159253968253,0.07406429595959586,0.07402281125541123,0.0739924404040404,0.07396642857142847,0.07394780230880227,0.07393073968253966
0.0847844045454545,0.07974756515151507,0.07778810757575756,0.07664644999999996,0.07581206363636364,0.0751236454545454,0.07451627272727264,0.07395935757575757,0.07343688787878784,0.07293963939393934,0.07246233939393946,0.07200115757575754,0.07155501515151504,0.07112265151515143,0.07070085151515149
0.08649437424242419,0.0806747166666666,0.07896175909090906,0.07808798030303027,0.07741286666666668,0.07681035757575748,0.07624481818181816,0.07570044848484843,0.07517302424242422,0.0746576848484848,0.0741552030303031,0.07366138484848476,0.07317921212121206,0.07270754545454533,0.07224571515151511
0.08723794090909087,0.08149764999999994,0.08012070909090906,0.07942259696969693,0.0788331333333333,0.07827692424242418,0.07773863484848491,0.07721226515151501,0.07669609090909092,0.0761884181818182,0.07569141969696973,0.07520203484848469,0.07472336212121211,0.07425366212121204,0.07379199848484842
0.08519822878787875,0.08027987727272723,0.07933433030303023,0.0789576727272727,0.07860426969696964,0.0782104848484848,0.0777724378787879,0.07729455303030297,0.07678454545454544,0.07624675151515153,0.07568863181818179,0.0751140348484847,0.07452802878787886,0.0739347227272726,0.07333599848484844
0.07983994427609423,0.07786280488215483,0.07750693468013463,0.07725535454545453,0.07690980336700333,0.07645769865319861,0.07590935370370368,0.0752801691919192,0.0745805942760942,0.07382192491582494,0.07301338602693601,0.07216463754208746,0.07128353552188553,0.07037689949494937,0.06944915336700343
0.0747819593554593,0.07442890885040883,0.07481777753727746,0.07483179581529577,0.07457881289081286,0.07415788119288116,0.07361944179894166,0.07299349855699865,0.0722953958633958,0.0715363487253487,0.07072899951899954,0.06987921452621443,0.06899799663299677,0.06809229870129847,0.06716530495430503
0.07087597450697446,0.07226446945646943,0.07318438359788353,0.0734379776334776,0.07344917652717653,0.07334706301106293,0.07317774482924477,0.07296310461760461,0.07271116859066853,0.07242772751322744,0.07211719648869654,0.07178332058682053,0.07143022390572397,0.07106155627705614,0.07067682010582006
0.06568053006253004,0.06961421019721016,0.07225958730158723,0.07310314430014427,0.07336450986050984,0.07344572967772967,0.07347124482924476,0.07347901202501196,0.07348242784992787,0.07348209788359782,0.0734829372294372,0.07348254280904283,0.07348279797979797,0.07348350072150067,0.07348335714285707
0.061924914983164964,0.06927533956228953,0.07310811111111105,0.0741803696969697,0.07446750033670034,0.0745449804713804,0.07456699006734006,0.07457268265993254,0.07457534292929292,0.07457519074074066,0.07457544040404036,0.07457528249158259,0.07457532020202007,0.07457618484848487,0.07457603888888877
0.06222506649831647,0.0715711274410774,0.0752175808080808,0.07626150606060604,0.07654648518518516,0.07662317744107737,0.07664538400673397,0.0766511675084174,0.07665355505050503,0.0766539483164983,0.07665403131313127,0.07665384309764313,0.07665398686868677,0.07665473030303023,0.07665409949494957
0.06348215115440113,0.07459810627705624,0.0773926204906205,0.07802745050505046,0.07817446666666668,0.07820783088023076,0.07821577554112556,0.07821737914862896,0.07821812647907646,0.07821871551226546,0.07821815829725833,0.07821818701298701,0.07821841544011537,0.0782186509379508,0.0782179407647908
0.06418643290043287,0.07590202453102447,0.07829571572871573,0.07881822510822506,0.07892131746031743,0.0789195959595959,0.0788955064935065,0.078871883116883,0.07885437012987011,0.07884227344877341,0.07883387734487736,0.0788291933621933,0.07882541702741697,0.07882349062049046,0.07882163997114007
0.06481319047619043,0.0755004184704184,0.07817392784992783,0.0785264372294372,0.07836845382395377,0.078154702020202,0.07798615800865803,0.07787226190476183,0.07780115800865804,0.07775654617604603,0.07773246825396828,0.07771560245310244,0.07770802308802298,0.07770209668109661,0.07769929148629154
0.06880322222222217,0.07760657720057713,0.07920078499278498,0.07895913564213564,0.07847302525252521,0.07809086075036073,0.07784001515151513,0.07768707142857144,0.07759772943722941,0.07754530808080799,0.07751778571428565,0.07749885642135637,0.07748976911976903,0.0774835252525252,0.07748159307359313
0.07316571428571422,0.08117046608946603,0.08155526118326117,0.08051484992784991,0.07955613636363634,0.07891403535353526,0.0785292691197691,0.07831134126984131,0.0781909199134199,0.07812573665223659,0.07809264285714278,0.07807171356421347,0.07806340404040392,0.0780561760461761,0.0780554502164502
0.0728083203463203,0.0814748903318903,0.08224918542568539,0.08144219841269836,0.08063790909090908,0.0800987777777777,0.07978111760461754,0.07960431096681096,0.07951037445887443,0.0794605851370851,0.07943453679653673,0.07942115295815287,0.07941435858585856,0.07940970634920634,0.07940887445887436
0.06935805143875727,0.07933972880061113,0.08154832454800097,0.0815334869281045,0.0811153768780239,0.0807543239962651,0.080516282870724,0.08037575821237583,0.08029641460826753,0.0802528250997368,0.08023014463967404,0.08021749842967477,0.0802121513029455,0.08020731792717077,0.08020696035990149
0.06611099732620314,0.07685179590017822,0.0798933591800356,0.08055384046345804,0.08060014527629232,0.08052528431372542,0.080451935828877,0.08040243137254889,0.08037167290552583,0.080354464349376,0.08034425935828886,0.08033945008912644,0.0803371996434938,0.080333900178253,0.0803353600713013
0.06239854999575583,0.07481922302860533,0.07873379280196922,0.0796751976063152,0.0798919028520499,0.07993814145658254,0.07994404044648164,0.07994442199303954,0.079940965113318,0.0799402760376877,0.07993908764111717,0.07993924951192577,0.0799385077243019,0.0799370668449197,0.07994032688226817
0.060492795093795064,0.0737974877344877,0.07802142352092349,0.07895104401154397,0.07914417845117844,0.07918582010582004,0.07919470057720053,0.07919821284271276,0.07919833766233762,0.079198655122655,0.07919770202020206,0.07919982467532448,0.07919826262626269,0.07919730976430976,0.07920061664261664
0.0591998326432022,0.07292349102829533,0.07738777398205655,0.07838375810904066,0.0785848365539452,0.07862256648263166,0.0786281518288474,0.0786292332643202,0.07862883436852997,0.07862848516218073,0.07862771980676331,0.07862844720496877,0.07862733574879234,0.07862758051529793,0.07862943087186552
0.059454737405106935,0.07214195134575567,0.07640955175983433,0.07761890096618353,0.0779616936968023,0.07806361410167934,0.07809573913043473,0.07810653485162176,0.07811061214630773,0.07811140579710144,0.07811191028295374,0.07811219323671491,0.07811084368530016,0.07811280273752015,0.07811236737980197
