f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
0.009704819480519503,0.014881809740259731,0.01742488275613277,0.018694083621933637,0.01934374769119771,0.019683327417027434,0.019864219913419905,0.019960209379509368,0.020014075324675397,0.022233194516594508,0.02033432799422797,0.020342304184704264,0.020347246464646397,0.020348706060606063
0.011149852813852806,0.01669667640692643,0.0194904494227994,0.020915116955266967,0.021650447691197706,0.022034160750360764,0.022236853246753237,0.022344342712842725,0.022402775324675363,0.02243346118326118,0.022453034054834002,0.0224597935786437,0.022465908585858473,0.022467422727272764
0.012428761904761866,0.017687494588744607,0.020029934271284237,0.021110677561327527,0.021623402236652205,0.021869584992784998,0.021990610822510838,0.02205047907647912,0.022079578354978306,0.02209427936507937,0.022103640115440033,0.022104975396825467,0.02210757525252504,0.02210771060606067
0.012790299999999942,0.016982863636363595,0.018488296969696907,0.019080971212121184,0.019329186363636328,0.019436131818181795,0.019484589393939364,0.019505906060606107,0.01951575454545447,0.019520016666666626,0.01952327424242413,0.019522316666666636,0.019524753030302863,0.019523843939393964
0.011896996969696934,0.015633416666666636,0.016923525757575733,0.01741971212121214,0.01762546666666663,0.01771487727272726,0.017755822727272705,0.017774072727272702,0.017782896969696968,0.017787028787878786,0.01778943787878777,0.017788666666666578,0.01779177878787873,0.017789663636363598
0.010971330303030262,0.014606901515151482,0.015924010606060593,0.01645065151515157,0.016674315151515157,0.01677402878787876,0.016819853030302992,0.016841163636363662,0.016851048484848488,0.016855846969696983,0.016859013636363537,0.016857833333333294,0.01686158181818183,0.01685919393939382
0.010305263636363637,0.013805768181818168,0.015118143939393973,0.015648134848484867,0.015873598484848504,0.015973862121212094,0.01601938636363636,0.01604074696969695,0.016050065151515212,0.016055430303030353,0.01605856363636351,0.016058516666666738,0.016059665151515128,0.016059377272727167
0.009916899999999992,0.013058088339920927,0.014126946310935466,0.014515725098814207,0.01466598847167324,0.014727642753623198,0.014754263175230563,0.014766065810276667,0.01477064881422923,0.014773537022397927,0.014774533333333222,0.014774763043478335,0.014775364756258201,0.014776016271409669
0.009423299999999968,0.012290356521739092,0.013206981159420296,0.013512681159420205,0.013617720289855022,0.013656192753623196,0.013670443478260803,0.013675435507246307,0.013677142753623271,0.013678285507246292,0.013677799999999928,0.013678213043478375,0.01367880869565203,0.013678008695652132
0.008574866666666625,0.011213539855072459,0.012071897826086954,0.012363181159420193,0.012464753623188364,0.012502226086956537,0.012516010144927432,0.012521835507246358,0.012523109420289828,0.012524018840579638,0.01252409999999999,0.012523229710144974,0.012525592028985434,0.012524008695652074
0.007829533333333305,0.010056366666666636,0.010747166666666669,0.010978683333333239,0.01105964999999999,0.01109029999999997,0.011101633333333236,0.011106366666666631,0.01110813333333334,0.011109016666666569,0.01110875,0.011108216666666768,0.011109916666666497,0.011108766666666603
0.007389233333333328,0.00931391666666663,0.009842916666666632,0.009996016666666593,0.01004211666666667,0.010056066666666627,0.010060533333333302,0.010061999999999932,0.010062699999999897,0.01006304999999992,0.010063450000000002,0.010061650000000005,0.010062716666666568,0.010063633333333252
0.006139554545454534,0.007739813636363592,0.00818755303030299,0.008319957575757535,0.008360757575757598,0.008372853030302989,0.008377413636363566,0.008378246969696905,0.008379274242424205,0.008379492424242359,0.008379646969697,0.008378540909090855,0.008378571212121037,0.008380574242424242
0.004950665656565635,0.005942030303030289,0.006027936363636306,0.0059275149831650095,0.005817366835016831,0.005732527104377112,0.005676098821548771,0.0056393599326598695,0.005616461279461228,0.005602175757575718,0.005594848821548905,0.005587326094276042,0.0055848415824914024,0.005585152020202051
0.0029163232323232285,0.0028821818181818254,0.0024826060606060185,0.002115361952861966,0.0018367592592592602,0.0016391649831649646,0.0015046397306397036,0.001414417508417462,0.0013533097643098069,0.001312939393939297,0.0012877912457913976,0.001269260942760822,0.0012589006734006064,0.0012528080808080627
0.0010845020202020494,0.0005028848484848608,-3.966363636367931e-05,-0.0004522122895622427,-0.000747014983164998,-0.0009499880471380007,-0.0010879072390571898,-0.0011784461279461256,-0.0012398144781144704,-0.0012804863636363961,-0.0013059223905722006,-0.0013243466329967701,-0.0013340372053872729,-0.0013410828282826859
-0.0008220939393939197,-0.0016922515151515105,-0.002085648484848518,-0.002322331818181811,-0.0024815015151515574,-0.0025919560606060127,-0.0026707742424242065,-0.002723787878787881,-0.0027614727272727846,-0.0027881984848484864,-0.002805183333333211,-0.0028179863636365876,-0.002824346969696953,-0.0028311030303030393
-0.0028498197691197574,-0.0034167204906205145,-0.003546888023088071,-0.003589449422799429,-0.003604862987013027,-0.0036098709235208304,-0.0036137540404039964,-0.0036137914862914983,-0.0036137101010101647,-0.003614149422799362,-0.0036148067099566333,-0.003615312481962632,-0.00361370050505061,-0.0036141376623376603
-0.006805040404040424,-0.0075874379509379836,-0.007628953102453179,-0.007632172438672452,-0.007632608225108306,-0.00763250505050507,-0.007633023088023078,-0.0076330454545454895,-0.007632018037518076,-0.007633188311688313,-0.007633393217893303,-0.0076324624819624765,-0.007632566378066502,-0.007632678932179046
-0.009893671497584564,-0.011875808833678447,-0.012375634920634981,-0.012494677708764695,-0.012485047619047701,-0.012441400966183597,-0.012395348516218097,-0.01235943478260873,-0.012332715665976574,-0.012315476190476182,-0.012303172532781376,-0.01229553692201514,-0.01229080814354741,-0.01228770462387857
-0.012494966401511029,-0.01535022821546625,-0.015624294903926472,-0.015260529003668602,-0.014795674185463709,-0.014395870473284708,-0.014091161381715206,-0.013875601031564391,-0.013725072391122806,-0.01362502923976594,-0.013555826668119775,-0.013510695652173763,-0.01348094264647133,-0.01346280236823938
-0.010328045766590382,-0.0128902917075297,-0.012908485380116921,-0.012236687733827314,-0.011507420217209685,-0.010907743489157656,-0.010460082016635758,-0.01014628357124693,-0.009928516835567253,-0.009782346700083405,-0.009684064763357716,-0.00962075914423735,-0.00957560931313789,-0.009550215066652115
-0.009481629824561438,-0.010734551127819583,-0.010267952046783602,-0.00947312034252297,-0.008751703550543041,-0.008194753634085242,-0.007793474770258935,-0.007515115455304908,-0.007323697994987541,-0.007195080033416804,-0.007110176357560602,-0.0070528634920633965,-0.007012894820384308,-0.006989896950710131
-0.007513945614035136,-0.007578235338345882,-0.007097916959064324,-0.006670664202172091,-0.00635672109440269,-0.006137016791979963,-0.0059867554720133415,-0.00588546633249791,-0.005816996240601599,-0.0057711151211362055,-0.005741579866332461,-0.0057225477025898,-0.005707421136173799,-0.005700528529657564
-0.007843945614035133,-0.007332354385964954,-0.006660952312599666,-0.0063040870015949185,-0.006145061642743241,-0.006078674800637993,-0.0060518218500797555,-0.006041454066985641,-0.006037119617224904,-0.0060350602870813536,-0.006034496172248771,-0.0060349842105263535,-0.006033662838915432,-0.0060345775917066
-0.006376245614035103,-0.004753865497076015,-0.003491318979266328,-0.0028903814460393695,-0.0026391671982987225,-0.0025405229487860947,-0.0025015885167463947,-0.002487261474393071,-0.002481212209817424,-0.0024790306574517113,-0.0024772332092858063,-0.0024788138401560383,-0.0024779924685450344,-0.0024775349991139617
-0.005860285714285707,-0.0042255873015873,-0.003094360750360736,-0.0025808593073593233,-0.0023710786435786335,-0.0022898855218854985,-0.0022577965367965303,-0.002245776094276092,-0.002241096921596908,-0.0022387282347281767,-0.002238588263588262,-0.002238605820105835,-0.0022385697450696684,-0.002237504088504122
-0.0060496507936508015,-0.005241722222222245,-0.004644880952380942,-0.004393785714285739,-0.004299119047619107,-0.004266989417989364,-0.004254222222222229,-0.004249772486772524,-0.004248322751322836,-0.004247608465608427,-0.004247354497354527,-0.004248089947089945,-0.004248407407407437,-0.0042467407407407315
-0.006852044733044738,-0.007874126262626277,-0.008293759740259699,-0.008540992784992804,-0.008701730158730214,-0.008813598845598847,-0.008891707070707064,-0.0089508650793651,-0.008995078643578736,-0.009030207792207742,-0.009057499278499304,-0.009079460317460264,-0.009096292929292954,-0.009111500000000022
-0.006901659018759068,-0.00876875007215007,-0.009490156565656535,-0.009852115800865799,-0.010065405555555615,-0.01020615995671001,-0.010303033261183203,-0.01037343730158738,-0.01042506673881681,-0.010466551443001446,-0.010496922294372268,-0.010522934126984199,-0.010541560389610405,-0.010558623015873014
-0.005036839393939424,-0.006996296969696933,-0.008137954545454532,-0.008972340909090853,-0.00966075909090909,-0.010268131818181855,-0.010825046969696925,-0.011347516666666654,-0.011844765151515155,-0.01232206515151503,-0.01278324696969696,-0.013229389393939459,-0.013661753030303064,-0.014083553030303009
-0.005819657575757586,-0.007532615151515126,-0.008406393939393922,-0.009081507575757514,-0.009684016666666712,-0.010249556060606027,-0.010793925757575762,-0.011321349999999966,-0.011836689393939392,-0.012339171212121094,-0.012832989393939426,-0.013315162121212129,-0.01378682878787886,-0.014248659090909083
-0.0057402909090909365,-0.007117231818181816,-0.00781534393939394,-0.008404807575757567,-0.008961016666666696,-0.009499306060605964,-0.010025675757575861,-0.01054184999999995,-0.011049522727272679,-0.011546521212121144,-0.012035906060606186,-0.01251457878787876,-0.012984278787878833,-0.013445942424242449
-0.00491835151515152,-0.005863898484848515,-0.006240556060606042,-0.00659395909090911,-0.006987743939393956,-0.007425790909090846,-0.007903675757575779,-0.00841368333333331,-0.008951477272727215,-0.009509596969696957,-0.010084193939394054,-0.010670199999999894,-0.011263506060606152,-0.01186223030303031
-0.0019771393939393977,-0.002333009595959598,-0.0025845897306396998,-0.0029301409090908975,-0.003382245622895616,-0.003930590572390549,-0.00455977508417503,-0.005259350000000024,-0.006018019360269286,-0.006826558249158218,-0.007675306734006765,-0.008556408754208697,-0.009463044781144861,-0.0103907909090908
-0.0003530505050504673,3.581818181816465e-05,4.9836459836472e-05,-0.0002031464646464337,-0.0006240781625781316,-0.0011625175565176393,-0.0017884607984606504,-0.0024865634920634982,-0.0032456106301105986,-0.0040529598364597574,-0.004902744829244868,-0.005783962722462524,-0.006689660654160823,-0.007616654401154263
0.0013884949494949728,0.0023084090909090693,0.0025620031265031484,0.0025732020202020728,0.0024710885040884756,0.002301770322270316,0.0020871301106301504,0.0018351940836940778,0.0015517530062529872,0.0012412219817220793,0.0009073460798460775,0.0005542493987495123,0.00018558177008168308,-0.00019915440115439442
0.003933680134680123,0.00657905723905719,0.007422614237614228,0.007683979797979801,0.007765199615199628,0.007790714766714724,0.0077984819624819235,0.00780189778739783,0.007801567821067779,0.007802407166907166,0.007802012746512793,0.00780226791726793,0.007802970658970634,0.007802827080327035
0.007350424579124562,0.01118319612794609,0.012255454713804736,0.012542585353535377,0.01262006548821544,0.0126420750841751,0.012647767676767577,0.01265042794612796,0.012650275757575699,0.0126505254208754,0.012650367508417623,0.012650405218855104,0.012651269865319906,0.012651123905723802
0.009346060942760928,0.012992514309764336,0.014036439562289574,0.01432141868686869,0.014398110942760903,0.014420317508417504,0.01442610101010093,0.014428488552188562,0.014428881818181832,0.014428964814814801,0.014428776599326662,0.014428920370370302,0.014429663804713763,0.014429032996633104
0.011115955122655105,0.013910469336219367,0.014545299350649327,0.014692315512265547,0.014725679725829624,0.014733624386724431,0.014735227994227829,0.014735975324675327,0.014736564357864329,0.014736007142857194,0.014736035858585878,0.014736264285714243,0.01473649978354967,0.014735789610389669
0.011715591630591604,0.01410928282828286,0.01463179220779219,0.014734884559884559,0.01473316305916303,0.014709073593073635,0.014685450216450124,0.014667937229437239,0.014655840548340543,0.01464744444444449,0.014642760461760426,0.014638984126984098,0.014637057720057592,0.014635207070707201
0.010687227994227971,0.0133607373737374,0.013713246753246769,0.013555263347763344,0.013341511544011572,0.013172967532467605,0.013059071428571406,0.012987967532467615,0.012943355699855608,0.012919277777777849,0.012902411976912012,0.012894832611832552,0.012888906204906181,0.012886101010101111
0.008803354978354966,0.010397562770562807,0.010155913419913468,0.009669803030303042,0.009287638528138562,0.009036792929292964,0.00888384920634927,0.008794507215007241,0.008742085858585824,0.008714563492063482,0.008695634199134203,0.00868654689754686,0.008680303030303038,0.008678370851370965
0.008004751803751806,0.008389546897546951,0.007349135642135685,0.00639042207792212,0.005748321067821041,0.005363554834054873,0.005145626984127086,0.005025205627705684,0.0049600223665223625,0.004926928571428554,0.004905999278499246,0.004897689754689696,0.004890461760461873,0.0048897359307359806
0.00866656998557,0.00944086507936509,0.008633878066378053,0.007829588744588778,0.007290457431457398,0.006972797258297234,0.006795990620490661,0.006702054112554132,0.006652264790764792,0.006626216450216424,0.00661283261183257,0.006606038239538259,0.006601386002886039,0.006600554112554058
0.00998167736185386,0.012190273109243699,0.012175435489347228,0.011757325439266636,0.01139627255750783,0.01115823143196673,0.01101770677361856,0.01093836316951026,0.010894773660979531,0.010872093200916769,0.010859446990917496,0.010854099864188227,0.0108492664884135,0.01084890892114422
0.010740798573975086,0.013782361853832456,0.014442843137254899,0.014489147950089182,0.014414286987522285,0.014340938502673858,0.014291434046345752,0.014260675579322687,0.014243467023172862,0.01423326203208572,0.014228452762923297,0.01422620231729066,0.014222902852049857,0.014224362745098168
0.012420673032849501,0.016335242806213394,0.017276647610559366,0.017493352856294074,0.01753959146082671,0.017545490450725808,0.01754587199728371,0.017542415117562167,0.017541726041931875,0.017540537645361336,0.01754069951616994,0.017539957728546073,0.017538516849163875,0.017541776886512338
0.013304692640692638,0.017528628427128427,0.018458248917748908,0.018651383357383373,0.018693025012024973,0.018701905483405466,0.0187054177489177,0.01870554256854256,0.01870586002885994,0.018704906926406993,0.018707029581529415,0.018705467532467622,0.018704514670514698,0.018707821548821578
0.01372365838509313,0.018187941338854353,0.019183925465838463,0.019385003910743,0.01942273383942946,0.0194283191856452,0.019429400621117997,0.019429001725327764,0.019428652518978524,0.019427887163561107,0.019428614561766568,0.01942750310559014,0.01942774787209573,0.019429598228663324
0.012687213940648735,0.016954814354727392,0.018164163561076592,0.01850695629169536,0.0186088766965724,0.018641001725327795,0.01865179744651483,0.01865587474120079,0.0186566683919945,0.018657172877846802,0.018657455831607973,0.01865610628019323,0.018658065332413216,0.018657629974695035
0.011626513940648717,0.015315153243616292,0.01645650244996545,0.01681077481021387,0.016921980400276093,0.016958340614216694,0.016969958557625883,0.016974574741200787,0.016975179503105606,0.01697653398895793,0.016975950276052462,0.016974889613526487,0.01697751162870953,0.01697523923395429
0.010924336075036102,0.014414870634920633,0.015537371356421338,0.015902896681096644,0.016023347330447364,0.016064669336219327,0.016078657503607464,0.01608446406926404,0.016084887012987,0.016086765873015864,0.016086516810966796,0.01608497525252526,0.01608724812409821,0.016085735281385106
0.010496526551226557,0.013822346825396833,0.01490316500721496,0.015263388744588699,0.01538596637806637,0.015429097907647862,0.015444133694083664,0.015450845021644954,0.015451775901875867,0.015452813492063441,0.015453485064935005,0.015452102236652235,0.015453359235209407,0.015452735281385063
0.01020586291486291,0.014156396825396829,0.0157444877344877,0.016406225108225113,0.01669143001442997,0.01681798124098128,0.016875417027416982,0.016903296536796515,0.016914891053391008,0.016920821067821036,0.016924480519480402,0.01692466738816737,0.016926830447330572,0.016926930735930608
0.010144430014429981,0.014848134920634928,0.01708234415584413,0.01816642207792203,0.018703625541125465,0.018974230158730176,0.01911254761904757,0.019184921356421344,0.01922234848484848,0.01924258297258294,0.01925362481962474,0.019258888167388175,0.019263081529581505,0.019264235930735937
0.009282212554112504,0.01455538809523807,0.01762059733044727,0.019439903030303005,0.0205426985569985,0.021222809523809533,0.02164970634920628,0.021921347546897577,0.022097761976911948,0.022213152813852804,0.022290053391053305,0.022341355627705672,0.022376695021644896,0.022400926406926466
0.008679348120300731,0.014263010902255582,0.017901000041771073,0.020300766666666678,0.021905080534669955,0.0229899937343358,0.023733522138680033,0.024249660944026766,0.024613869632414395,0.024871132080200434,0.02505885881370093,0.025193621177944867,0.025294143984962367,0.025368530075187967
